session.p_id,session.pilot,session.complete,session.time_started,session.current_time,session.num_restarts,session.language,session.user_info,EDT.q1,EDT.q2,EDT.q3,EDT.q4,EDT.q5,EDT.q6,EDT.q7,EDT.q8,EDT.q9,EDT.q10,EDT.q11,EDT.q12,EDT.q13,EDT.q14,EDT.q15,EDT.q16,EDT.q17,EDT.q18,EDT.ability,EDT.ability_sem,EDT.num_items
6502085632,FALSE,TRUE,56:20.7,58:55.9,0,en,NA,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,0.524753304,0.327984841,18
7813538014,FALSE,TRUE,45:02.5,56:25.5,0,en,NA,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,0.994834827,0.35477751,18
