song,song,second,valence_raw,arousal_raw,valence_filt,arousal_filt,euclidean_dist_mean
stimuli/12_pieceA_joyous_sad_anxious,23,11.5,0.060061816,-0.078334274,0.061597155,-0.079491686,0.000742557
stimuli/12_pieceA_joyous_sad_anxious,24,12,0.060290199,-0.079030629,0.061416528,-0.080211939,0.000605712
stimuli/12_pieceA_joyous_sad_anxious,25,12.5,0.060655079,-0.079595939,0.061180306,-0.08076969,0.00049732
stimuli/12_pieceA_joyous_sad_anxious,26,13,0.059858427,-0.078990164,0.060902293,-0.081182044,0.000448862
stimuli/12_pieceA_joyous_sad_anxious,27,13.5,0.060246045,-0.079199429,0.060557066,-0.080895172,0.000549247
stimuli/12_pieceA_joyous_sad_anxious,28,14,0.060951446,-0.079611625,0.060138135,-0.081250375,0.000547299
stimuli/12_pieceA_joyous_sad_anxious,29,14.5,0.061208463,-0.081134067,0.05964644,-0.081490734,0.000256095
stimuli/12_pieceA_joyous_sad_anxious,30,15,0.061610347,-0.082027074,0.059566099,-0.081733901,0.000209873
stimuli/12_pieceA_joyous_sad_anxious,31,15.5,0.061605794,-0.082959521,0.059613734,-0.081938297,0.00028923
stimuli/12_pieceA_joyous_sad_anxious,32,16,0.059568346,-0.084044147,0.059445163,-0.082173324,0.000295773
stimuli/12_pieceA_joyous_sad_anxious,33,16.5,0.058879852,-0.082903531,0.059224828,-0.082370641,0.000378655
stimuli/12_pieceA_joyous_sad_anxious,34,17,0.058750053,-0.083763902,0.058906372,-0.082575495,0.000364286
stimuli/12_pieceA_joyous_sad_anxious,35,17.5,0.058770229,-0.08257618,0.058871957,-0.082938152,0.00045503
stimuli/12_pieceA_joyous_sad_anxious,36,18,0.058717429,-0.082690276,0.059013974,-0.083370452,0.00041587
stimuli/12_pieceA_joyous_sad_anxious,37,18.5,0.059192075,-0.083383395,0.059278804,-0.083691097,0.000519185
stimuli/12_pieceA_joyous_sad_anxious,38,19,0.059796844,-0.084789124,0.059729913,-0.083948107,0.000597774
stimuli/12_pieceA_joyous_sad_anxious,39,19.5,0.059974907,-0.084037825,0.060256219,-0.084231543,0.000729479
stimuli/12_pieceA_joyous_sad_anxious,40,20,0.060702486,-0.083517988,0.060937851,-0.084491385,0.001316293
stimuli/12_pieceA_joyous_sad_anxious,41,20.5,0.060024917,-0.082291185,0.059654697,-0.084784888,0.000346194
stimuli/12_pieceA_joyous_sad_anxious,42,21,0.060031863,-0.081549935,0.059509608,-0.085099212,0.000650507
stimuli/12_pieceA_joyous_sad_anxious,43,21.5,0.060096454,-0.082359429,0.059358655,-0.084466462,0.000147798
stimuli/12_pieceA_joyous_sad_anxious,44,22,0.059357539,-0.082052312,0.059336646,-0.084320312,0.000257365
stimuli/12_pieceA_joyous_sad_anxious,45,22.5,0.058233632,-0.083050544,0.059404863,-0.084072152,0.000409051
stimuli/12_pieceA_joyous_sad_anxious,46,23,0.058411203,-0.084541086,0.059419917,-0.083663378,0.00053212
stimuli/12_pieceA_joyous_sad_anxious,47,23.5,0.05725398,-0.084871631,0.059412927,-0.083131304,0.000668965
stimuli/12_pieceA_joyous_sad_anxious,48,24,0.058664628,-0.086340012,0.059323552,-0.082468336,0.000792531
stimuli/12_pieceA_joyous_sad_anxious,49,24.5,0.058785756,-0.085484869,0.059186607,-0.081687726,0.000899439
stimuli/12_pieceA_joyous_sad_anxious,50,25,0.059208524,-0.083923757,0.05901355,-0.080805093,0.001005016
stimuli/12_pieceA_joyous_sad_anxious,51,25.5,0.059188551,-0.082318955,0.05883245,-0.079816528,0.001039227
stimuli/12_pieceA_joyous_sad_anxious,52,26,0.059993018,-0.08170557,0.058696576,-0.078786222,0.001081096
stimuli/12_pieceA_joyous_sad_anxious,53,26.5,0.060753679,-0.079901157,0.058586232,-0.077710772,0.001116373
stimuli/12_pieceA_joyous_sad_anxious,54,27,0.060336479,-0.075999832,0.058494934,-0.076598138,0.001194831
stimuli/12_pieceA_joyous_sad_anxious,55,27.5,0.060427028,-0.073996539,0.058423252,-0.075405459,0.001260821
stimuli/12_pieceA_joyous_sad_anxious,56,28,0.059155384,-0.072120766,0.058356315,-0.074146416,0.001353226
stimuli/12_pieceA_joyous_sad_anxious,57,28.5,0.058315671,-0.070158482,0.058282624,-0.072795198,0.00145937
stimuli/12_pieceA_joyous_sad_anxious,58,29,0.059300875,-0.068803426,0.058288862,-0.071335841,0.001494562
stimuli/12_pieceA_joyous_sad_anxious,59,29.5,0.058455354,-0.067142228,0.058351926,-0.06984261,0.000965059
stimuli/12_pieceA_joyous_sad_anxious,60,30,0.058049884,-0.066520326,0.058462779,-0.068883939,0.001807526
stimuli/12_pieceA_joyous_sad_anxious,61,30.5,0.056159764,-0.066174023,0.058599197,-0.067081568,0.001718133
stimuli/12_pieceA_joyous_sad_anxious,62,31,0.055323851,-0.064307279,0.058755318,-0.065370543,0.001653784
stimuli/12_pieceA_joyous_sad_anxious,63,31.5,0.05745684,-0.063478726,0.058935024,-0.063726552,0.001620433
stimuli/12_pieceA_joyous_sad_anxious,64,32,0.056989056,-0.063687126,0.059093269,-0.062113864,0.001471011
stimuli/12_pieceA_joyous_sad_anxious,65,32.5,0.057391121,-0.062367294,0.059214509,-0.060647858,0.001316094
stimuli/12_pieceA_joyous_sad_anxious,66,33,0.058318522,-0.061080715,0.059348652,-0.059338618,0.001122208
stimuli/12_pieceA_joyous_sad_anxious,67,33.5,0.058365845,-0.060365359,0.059465508,-0.058222511,0.000841676
stimuli/12_pieceA_joyous_sad_anxious,68,34,0.058905729,-0.058644772,0.059539955,-0.057384134,0.000676753
stimuli/12_pieceA_joyous_sad_anxious,69,34.5,0.060132061,-0.057679849,0.059550658,-0.056707466,0.000490852
stimuli/12_pieceA_joyous_sad_anxious,70,35,0.062680694,-0.057782396,0.059524732,-0.056217299,0.000307407
stimuli/12_pieceA_joyous_sad_anxious,71,35.5,0.06214019,-0.05625629,0.059484166,-0.05591258,0.000255482
stimuli/12_pieceA_joyous_sad_anxious,72,36,0.06179599,-0.055879923,0.059425177,-0.055664001,0.000146187
stimuli/12_pieceA_joyous_sad_anxious,73,36.5,0.061826416,-0.054366845,0.059383162,-0.055523982,0.000233837
stimuli/12_pieceA_joyous_sad_anxious,74,37,0.061321365,-0.0537423,0.059250452,-0.055331452,0.00023873
stimuli/12_pieceA_joyous_sad_anxious,75,37.5,0.060125181,-0.053333198,0.059118697,-0.055132372,0.000193019
stimuli/12_pieceA_joyous_sad_anxious,76,38,0.059402082,-0.052792447,0.058958092,-0.055025309,0.000170838
stimuli/12_pieceA_joyous_sad_anxious,77,38.5,0.058444864,-0.052504211,0.058794117,-0.054977374,0.000207724
stimuli/12_pieceA_joyous_sad_anxious,78,39,0.057705647,-0.052529325,0.058588252,-0.054949649,0.000277126
stimuli/12_pieceA_joyous_sad_anxious,79,39.5,0.057352122,-0.052851538,0.058311141,-0.054952526,0.000321125
stimuli/12_pieceA_joyous_sad_anxious,80,40,0.056983013,-0.053402694,0.057995512,-0.055011681,0.000363553
stimuli/12_pieceA_joyous_sad_anxious,81,40.5,0.056825102,-0.054173302,0.057635145,-0.055059709,0.000326065
stimuli/12_pieceA_joyous_sad_anxious,82,41,0.056391201,-0.054508515,0.057309082,-0.055058571,0.000311432
stimuli/12_pieceA_joyous_sad_anxious,83,41.5,0.05595406,-0.054684962,0.056997733,-0.055051378,0.000397328
stimuli/12_pieceA_joyous_sad_anxious,84,42,0.055668102,-0.053919991,0.056601679,-0.05501958,0.000354421
stimuli/12_pieceA_joyous_sad_anxious,85,42.5,0.055661651,-0.074875622,0.056247346,-0.05501169,0.00037891
stimuli/12_pieceA_joyous_sad_anxious,86,43,0.055297957,-0.054998718,0.055877047,-0.05493137,0.000351976
stimuli/12_pieceA_joyous_sad_anxious,87,43.5,0.054634531,-0.054812579,0.055571924,-0.054755907,0.00036325
stimuli/12_pieceA_joyous_sad_anxious,88,44,0.054827202,-0.054067769,0.055325126,-0.054489371,0.000492026
stimuli/12_pieceA_joyous_sad_anxious,89,44.5,0.054433592,-0.052851344,0.055012615,-0.054109336,0.001069422
stimuli/12_pieceA_joyous_sad_anxious,90,45,0.05332415,-0.052247294,0.055949445,-0.053593571,0.001181964
stimuli/12_pieceA_joyous_sad_anxious,91,45.5,0.054857656,-0.051511037,0.05498058,-0.052916564,0.001115376
stimuli/12_pieceA_joyous_sad_anxious,92,46,0.054949135,-0.050117889,0.054161805,-0.052159153,0.001075821
stimuli/12_pieceA_joyous_sad_anxious,93,46.5,0.055174537,-0.050933664,0.053529666,-0.051288641,0.001002381
stimuli/12_pieceA_joyous_sad_anxious,94,47,0.05513066,-0.050372452,0.053053495,-0.050406582,0.000971119
stimuli/12_pieceA_joyous_sad_anxious,95,47.5,0.054912872,-0.049271912,0.052692872,-0.049504904,0.001033232
stimuli/12_pieceA_joyous_sad_anxious,96,48,0.054245744,-0.049884728,0.052345174,-0.048531932,0.000931566
stimuli/12_pieceA_joyous_sad_anxious,97,48.5,0.054407386,-0.048563568,0.052080197,-0.047638846,0.000979949
stimuli/12_pieceA_joyous_sad_anxious,98,49,0.053755283,-0.048481971,0.051813781,-0.046695807,0.00093884
stimuli/12_pieceA_joyous_sad_anxious,99,49.5,0.052208362,-0.046230772,0.051503644,-0.045809672,0.000920772
stimuli/12_pieceA_joyous_sad_anxious,100,50,0.051865097,-0.043242096,0.051155182,-0.044957384,0.0006471
stimuli/12_pieceA_joyous_sad_anxious,101,50.5,0.051067817,-0.042457186,0.050870097,-0.044376467,0.000682259
stimuli/12_pieceA_joyous_sad_anxious,102,51,0.050526884,-0.04141488,0.05065681,-0.043728404,0.0008798
stimuli/12_pieceA_joyous_sad_anxious,103,51.5,0.05001873,-0.041505232,0.050539589,-0.042856448,0.000720628
stimuli/12_pieceA_joyous_sad_anxious,104,52,0.049138784,-0.042284841,0.050474788,-0.042138739,0.000505982
stimuli/12_pieceA_joyous_sad_anxious,105,52.5,0.048047539,-0.042090632,0.050430083,-0.041634736,0.000352739
stimuli/12_pieceA_joyous_sad_anxious,106,53,0.047293224,-0.041786065,0.050403597,-0.041282993,0.000223419
stimuli/12_pieceA_joyous_sad_anxious,107,53.5,0.047377198,-0.040489299,0.050387574,-0.041060149,6.27E-05
stimuli/12_pieceA_joyous_sad_anxious,108,54,0.047191726,-0.040084501,0.050358488,-0.041004568,0.000158545
stimuli/12_pieceA_joyous_sad_anxious,109,54.5,0.04621324,-0.03994932,0.05029739,-0.041150867,0.000348541
stimuli/12_pieceA_joyous_sad_anxious,110,55,0.047192519,-0.041391657,0.050211515,-0.041488663,0.000461972
stimuli/12_pieceA_joyous_sad_anxious,111,55.5,0.047180025,-0.042022064,0.050059637,-0.04105237,0.000223244
stimuli/12_pieceA_joyous_sad_anxious,112,56,0.047282376,-0.04318005,0.04988257,-0.04118833,0.000230741
stimuli/12_pieceA_joyous_sad_anxious,113,56.5,0.047336223,-0.043137012,0.049681587,-0.041301675,0.000276666
stimuli/12_pieceA_joyous_sad_anxious,114,57,0.046950006,-0.043169448,0.049439616,-0.041435817,0.000339805
stimuli/12_pieceA_joyous_sad_anxious,115,57.5,0.0903103,-0.044031902,0.049178048,-0.041652726,0.000393023
stimuli/12_pieceA_joyous_sad_anxious,116,58,0.046438418,-0.042508911,0.048917964,-0.041947384,0.000536911
stimuli/12_pieceA_joyous_sad_anxious,117,58.5,0.045724381,-0.042368515,0.048567492,-0.042354131,0.000700284
stimuli/12_pieceA_joyous_sad_anxious,118,59,0.045434578,-0.041384577,0.048166537,-0.042928268,0.00178068
stimuli/12_pieceA_joyous_sad_anxious,119,59.5,0.045172217,-0.041535675,0.04769066,-0.044644182,0.000591559
stimuli/12_pieceA_joyous_sad_anxious,120,60,0.045357692,-0.041772098,0.047118435,-0.044494181,0.000635433
stimuli/12_pieceA_joyous_sad_anxious,121,60.5,0.04580334,-0.041523044,0.04648344,-0.044517783,0.000692058
stimuli/12_pieceA_joyous_sad_anxious,122,61,0.046535435,-0.043911494,0.045802416,-0.044640869,0.000799828
stimuli/12_pieceA_joyous_sad_anxious,123,61.5,0.045488272,-0.043830186,0.045040792,-0.044885111,0.000910987
stimuli/12_pieceA_joyous_sad_anxious,124,62,0.043448431,-0.044855767,0.044168672,-0.045148367,0.000979151
stimuli/12_pieceA_joyous_sad_anxious,125,62.5,0.040431688,-0.045466954,0.043255572,-0.045501898,0.001118152
stimuli/12_pieceA_joyous_sad_anxious,126,63,0.038890261,-0.054064492,0.042243635,-0.045977552,0.001234464
stimuli/12_pieceA_joyous_sad_anxious,127,63.5,0.038064271,-0.054080793,0.041145995,-0.046542431,0.001349999
stimuli/12_pieceA_joyous_sad_anxious,128,64,0.0381069,-0.046412098,0.039965127,-0.047196684,0.001420018
stimuli/12_pieceA_joyous_sad_anxious,129,64.5,0.037586756,-0.046200763,0.038712544,-0.047865628,0.001437188
stimuli/12_pieceA_joyous_sad_anxious,130,65,0.036825459,-0.047770906,0.037420529,-0.048495077,0.001431784
stimuli/12_pieceA_joyous_sad_anxious,131,65.5,0.036296566,-0.048065876,0.036139569,-0.049134723,0.001405908
stimuli/12_pieceA_joyous_sad_anxious,132,66,0.036268894,-0.047809175,0.034874561,-0.049748183,0.001388401
stimuli/12_pieceA_joyous_sad_anxious,133,66.5,0.035740358,-0.048113088,0.033622617,-0.050348428,0.001304369
stimuli/12_pieceA_joyous_sad_anxious,134,67,0.034703257,-0.049544695,0.032444641,-0.050908563,0.001171125
stimuli/12_pieceA_joyous_sad_anxious,135,67.5,0.03398884,-0.049790037,0.03141064,-0.05145845,0.001014903
stimuli/12_pieceA_joyous_sad_anxious,136,68,0.032392343,-0.05227062,0.030483186,-0.051870588,0.000804766
stimuli/12_pieceA_joyous_sad_anxious,137,68.5,0.031455789,-0.052389858,0.029723242,-0.052135414,0.000579168
stimuli/12_pieceA_joyous_sad_anxious,138,69,0.030054242,-0.050894996,0.029150802,-0.052223439,0.000379403
stimuli/12_pieceA_joyous_sad_anxious,139,69.5,0.028959536,-0.04928349,0.028771874,-0.052204459,0.000244329
stimuli/12_pieceA_joyous_sad_anxious,140,70,0.027972214,-0.048199694,0.028540495,-0.052125971,0.00206711
stimuli/12_pieceA_joyous_sad_anxious,141,70.5,0.026460636,-0.047290641,0.026490644,-0.051859407,0.000854295
stimuli/12_pieceA_joyous_sad_anxious,142,71,0.02519216,-0.047431358,0.025785554,-0.05137705,0.000896549
stimuli/12_pieceA_joyous_sad_anxious,143,71.5,0.024221529,-0.049113738,0.025129921,-0.050765539,0.000823588
stimuli/12_pieceA_joyous_sad_anxious,144,72,0.023156677,-0.090587374,0.024481996,-0.05025712,0.000832503
stimuli/12_pieceA_joyous_sad_anxious,145,72.5,0.021502845,-0.047472899,0.023875933,-0.049686376,0.000793146
stimuli/12_pieceA_joyous_sad_anxious,146,73,0.02088824,-0.046524975,0.023294573,-0.049146838,0.000702709
stimuli/12_pieceA_joyous_sad_anxious,147,73.5,0.020792053,-0.046317664,0.022756991,-0.048694284,0.000888147
stimuli/12_pieceA_joyous_sad_anxious,148,74,0.021420167,-0.045945162,0.022217268,-0.047988944,0.003612717
stimuli/12_pieceA_joyous_sad_anxious,149,74.5,0.02105091,-0.044813281,0.025766104,-0.048665323,0.000879711
stimuli/12_pieceA_joyous_sad_anxious,150,75,0.021650693,-0.043776475,0.025421831,-0.047855775,0.00087671
stimuli/12_pieceA_joyous_sad_anxious,151,75.5,0.021913682,-0.042176355,0.025214109,-0.047004029,0.001179825
stimuli/12_pieceA_joyous_sad_anxious,152,76,0.021980737,-0.041542622,0.025063792,-0.045833819,0.001259665
stimuli/12_pieceA_joyous_sad_anxious,153,76.5,0.022024154,-0.04098149,0.024950281,-0.044579279,0.000945124
stimuli/12_pieceA_joyous_sad_anxious,154,77,0.022004117,-0.039865984,0.024852017,-0.043639277,0.00090191
stimuli/12_pieceA_joyous_sad_anxious,155,77.5,0.021819425,-0.038620235,0.024751689,-0.042742965,0.000948223
stimuli/12_pieceA_joyous_sad_anxious,156,78,0.021857272,-0.038653132,0.02466962,-0.0417983,0.000923577
stimuli/12_pieceA_joyous_sad_anxious,157,78.5,0.02121959,-0.038387708,0.024582066,-0.040878882,0.000903478
stimuli/12_pieceA_joyous_sad_anxious,158,79,0.02018496,-0.037587617,0.02444478,-0.039985895,0.000882946
stimuli/12_pieceA_joyous_sad_anxious,159,79.5,0.01957723,-0.036696844,0.024282576,-0.039117976,0.000905551
stimuli/12_pieceA_joyous_sad_anxious,160,80,0.018954345,-0.037122901,0.024053671,-0.038241834,0.000861132
stimuli/12_pieceA_joyous_sad_anxious,161,80.5,0.018532389,-0.036335389,0.02375699,-0.037433423,0.001084431
stimuli/12_pieceA_joyous_sad_anxious,162,81,0.018499019,-0.034833096,0.023416573,-0.036403808,0.000913821
stimuli/12_pieceA_joyous_sad_anxious,163,81.5,0.018845973,-0.033227437,0.023016842,-0.035582051,0.000780708
stimuli/12_pieceA_joyous_sad_anxious,164,82,0.019116436,-0.032616929,0.022564005,-0.034946092,0.000725033
stimuli/12_pieceA_joyous_sad_anxious,165,82.5,0.016666246,-0.034132269,0.022009321,-0.034479189,0.00063688
stimuli/12_pieceA_joyous_sad_anxious,166,83,0.017177023,-0.033933209,0.021436011,-0.034201823,0.000597427
stimuli/12_pieceA_joyous_sad_anxious,167,83.5,0.019157905,-0.029401166,0.020843819,-0.034122906,0.000603598
stimuli/12_pieceA_joyous_sad_anxious,168,84,0.01880914,-0.026501801,0.020287269,-0.034356536,0.000635312
stimuli/12_pieceA_joyous_sad_anxious,169,84.5,0.017058788,-0.028970983,0.019753881,-0.034701671,0.001591179
stimuli/12_pieceA_joyous_sad_anxious,170,85,0.015553354,-0.02845016,0.019237995,-0.033196443,0.000605725
stimuli/12_pieceA_joyous_sad_anxious,171,85.5,0.01365792,-0.030896487,0.018768339,-0.032813917,0.000526819
stimuli/12_pieceA_joyous_sad_anxious,172,86,0.01279338,-0.035613233,0.018335926,-0.032512989,0.000600355
stimuli/12_pieceA_joyous_sad_anxious,173,86.5,0.011902209,-0.03415503,0.017922952,-0.032077238,0.000718166
stimuli/12_pieceA_joyous_sad_anxious,174,87,0.015367659,-0.034414701,0.017518145,-0.031484032,0.000816933
stimuli/12_pieceA_joyous_sad_anxious,175,87.5,0.015740974,-0.030437944,0.017116771,-0.0307725,0.000929532
stimuli/12_pieceA_joyous_sad_anxious,176,88,0.016367857,-0.027104274,0.016703723,-0.029939781,0.001011462
stimuli/12_pieceA_joyous_sad_anxious,177,88.5,0.015967648,-0.026262217,0.016300932,-0.02901198,0.001114303
stimuli/12_pieceA_joyous_sad_anxious,178,89,0.01546545,-0.025727636,0.015918577,-0.02796533,0.001195382
stimuli/12_pieceA_joyous_sad_anxious,179,89.5,0.015599261,-0.027038301,0.015535533,-0.02683298,0.001235805
stimuli/12_pieceA_joyous_sad_anxious,180,90,0.015132997,-0.026927857,0.015117502,-0.025670025,0.001240932
stimuli/12_pieceA_joyous_sad_anxious,181,90.5,0.015175452,-0.025947385,0.014682221,-0.024507939,0.001308623
stimuli/12_pieceA_joyous_sad_anxious,182,91,0.015000546,-0.026186218,0.014225691,-0.023281532,0.001291925
stimuli/12_pieceA_joyous_sad_anxious,183,91.5,0.014397195,-0.025550794,0.01376473,-0.022074641,0.001213879
stimuli/12_pieceA_joyous_sad_anxious,184,92,0.014896668,-0.024729118,0.013328934,-0.020941687,0.001133152
stimuli/12_pieceA_joyous_sad_anxious,185,92.5,0.013969561,-0.024066833,0.01294614,-0.01987515,0.001052205
stimuli/12_pieceA_joyous_sad_anxious,186,93,0.013430411,-0.023878456,0.012617283,-0.018875656,0.000999195
stimuli/12_pieceA_joyous_sad_anxious,187,93.5,0.013311644,-0.014947985,0.012334794,-0.017917225,0.000869157
stimuli/12_pieceA_joyous_sad_anxious,188,94,0.013360029,-0.014556058,0.01206734,-0.017090241,0.000739194
stimuli/12_pieceA_joyous_sad_anxious,189,94.5,0.012907444,-0.013459251,0.011795909,-0.016402685,0.00061796
stimuli/12_pieceA_joyous_sad_anxious,190,95,0.010641869,-0.012149031,0.011514387,-0.015852576,0.000529124
stimuli/12_pieceA_joyous_sad_anxious,191,95.5,0.010282443,-0.011074682,0.011317775,-0.015361337,0.00047929
stimuli/12_pieceA_joyous_sad_anxious,192,96,0.009112534,-0.01012502,0.011089668,-0.014939809,0.000370778
stimuli/12_pieceA_joyous_sad_anxious,193,96.5,0.009125768,-0.012312222,0.010772221,-0.014748227,0.000352833
stimuli/12_pieceA_joyous_sad_anxious,194,97,0.008960667,-0.011445603,0.010462423,-0.014917095,0.000346509
stimuli/12_pieceA_joyous_sad_anxious,195,97.5,0.009161151,-0.012157349,0.01015165,-0.015070355,0.000426616
stimuli/12_pieceA_joyous_sad_anxious,196,98,0.00933658,-0.012036462,0.009815354,-0.015332855,0.000427773
stimuli/12_pieceA_joyous_sad_anxious,197,98.5,0.009328811,-0.016889622,0.009514534,-0.015636988,0.000371195
stimuli/12_pieceA_joyous_sad_anxious,198,99,0.009082348,-0.018019953,0.009198927,-0.015832379,0.000400178
stimuli/12_pieceA_joyous_sad_anxious,199,99.5,0.009435979,-0.018552576,0.008865507,-0.016053678,0.00036089
stimuli/12_pieceA_joyous_sad_anxious,200,100,0.008709858,-0.01946236,0.008576141,-0.016269338,0.000391473
stimuli/12_pieceA_joyous_sad_anxious,201,100.5,0.008189946,-0.020254486,0.008270049,-0.016513384,0.000457324
stimuli/12_pieceA_joyous_sad_anxious,202,101,0.00816557,-0.020565179,0.007916886,-0.016803937,0.000472755
stimuli/12_pieceA_joyous_sad_anxious,203,101.5,0.008560477,-0.020109106,0.007539655,-0.017088883,0.00049134
stimuli/12_pieceA_joyous_sad_anxious,204,102,0.008708015,-0.01978785,0.007157976,-0.017398296,0.000496947
stimuli/12_pieceA_joyous_sad_anxious,205,102.5,0.007843018,-0.019688533,0.006729545,-0.017650096,0.000491457
stimuli/12_pieceA_joyous_sad_anxious,206,103,0.007053073,-0.019663757,0.006277333,-0.017842539,0.000542375
stimuli/12_pieceA_joyous_sad_anxious,207,103.5,0.006383656,-0.017873754,0.005796284,-0.018093063,0.00051512
stimuli/12_pieceA_joyous_sad_anxious,208,104,0.005603142,-0.017376735,0.005291013,-0.01819331,0.000512267
stimuli/12_pieceA_joyous_sad_anxious,209,104.5,0.004432888,-0.017170448,0.00477881,-0.018185207,0.000516603
stimuli/12_pieceA_joyous_sad_anxious,210,105,0.003925722,-0.016708516,0.004262208,-0.01818415,0.000501996
stimuli/12_pieceA_joyous_sad_anxious,211,105.5,0.00336891,-0.0172535,0.003770224,-0.01808439,0.000481081
stimuli/12_pieceA_joyous_sad_anxious,212,106,0.003036614,-0.016221307,0.003292916,-0.018024257,0.00041653
stimuli/12_pieceA_joyous_sad_anxious,213,106.5,0.002007892,-0.01654471,0.00287951,-0.018075179,0.000451886
stimuli/12_pieceA_joyous_sad_anxious,214,107,0.001348749,-0.015939538,0.002836752,-0.018525038,0.000463225
stimuli/12_pieceA_joyous_sad_anxious,215,107.5,0.000674071,-0.016078846,0.002617329,-0.018932998,0.000572575
stimuli/12_pieceA_joyous_sad_anxious,216,108,-0.000401506,-0.016782318,0.002187659,-0.01931145,0.000658971
stimuli/12_pieceA_joyous_sad_anxious,217,108.5,-0.002027805,-0.017392099,0.001651107,-0.019694013,0.000757121
stimuli/12_pieceA_joyous_sad_anxious,218,109,-0.002916517,-0.016982895,0.000996088,-0.020073727,0.000864319
stimuli/12_pieceA_joyous_sad_anxious,219,109.5,-0.002039955,-0.020451861,0.00021563,-0.02044512,0.000976058
stimuli/12_pieceA_joyous_sad_anxious,220,110,-0.002124731,-0.019433205,-0.000691789,-0.020804674,0.001086382
stimuli/12_pieceA_joyous_sad_anxious,221,110.5,-0.002989011,-0.018506908,-0.001721393,-0.021151287,0.001188209
stimuli/12_pieceA_joyous_sad_anxious,222,111,-0.003052712,-0.019425433,-0.002861266,-0.021486741,0.001273581
stimuli/12_pieceA_joyous_sad_anxious,223,111.5,-0.003804292,-0.021737448,-0.004091507,-0.021816159,0.00133394
stimuli/12_pieceA_joyous_sad_anxious,224,112,-0.00517418,-0.024197065,-0.005383389,-0.022148478,0.001360495
stimuli/12_pieceA_joyous_sad_anxious,225,112.5,-0.005163456,-0.026592419,-0.006698511,-0.022496904,0.001344976
stimuli/12_pieceA_joyous_sad_anxious,226,113,-0.00548601,-0.027248624,-0.007987956,-0.022879384,0.001281292
stimuli/12_pieceA_joyous_sad_anxious,227,113.5,-0.005929623,-0.02723441,-0.009191447,-0.023319065,0.00116983
stimuli/12_pieceA_joyous_sad_anxious,228,114,-0.006585122,-0.026954539,-0.010236506,-0.023844759,0.001029522
stimuli/12_pieceA_joyous_sad_anxious,229,114.5,-0.006884859,-0.027350476,-0.011037605,-0.024491408,0.000929633
stimuli/12_pieceA_joyous_sad_anxious,230,115,-0.007665496,-0.027857443,-0.011495326,-0.025300549,0.001020224
stimuli/12_pieceA_joyous_sad_anxious,231,115.5,-0.008512213,-0.02749369,-0.011495513,-0.026320773,0.001414964
stimuli/12_pieceA_joyous_sad_anxious,232,116,-0.008983139,-0.030097023,-0.010908435,-0.027608198,0.002089015
stimuli/12_pieceA_joyous_sad_anxious,233,116.5,-0.009304483,-0.028815204,-0.009587936,-0.029226921,0.003001237
stimuli/12_pieceA_joyous_sad_anxious,234,117,-0.009450698,-0.027545047,-0.007370592,-0.031249496,0.004141411
stimuli/12_pieceA_joyous_sad_anxious,235,117.5,-0.007587227,-0.02981509,-0.004074872,-0.033757386,0.005517081
stimuli/12_pieceA_joyous_sad_anxious,236,118,-0.005085738,-0.030481281,0.000499714,-0.036841433,0.007143848
stimuli/12_pieceA_joyous_sad_anxious,237,118.5,-0.001281435,-0.037817901,0.006573451,-0.040602322,0.009041382
stimuli/12_pieceA_joyous_sad_anxious,238,119,0.0066471,-0.037783688,0.014387268,-0.045151042,0.011231791
stimuli/12_pieceA_joyous_sad_anxious,239,119.5,0.029750492,-0.055146934,0.024203579,-0.050609353,0.013738907
stimuli/12_pieceA_joyous_sad_anxious,240,120,0.044235079,-0.064248518,0.036307128,-0.05711025,0.013253941
stimuli/2_pieceB_anxious_calm_joyous,1,0.5,0.020299043,-0.064999082,0.024618911,-0.063359453,0.003126079
stimuli/2_pieceB_anxious_calm_joyous,2,1,0.021214037,-0.065297479,0.021530971,-0.063846274,0.002100048
stimuli/2_pieceB_anxious_calm_joyous,3,1.5,0.020336789,-0.06298613,0.019443583,-0.063616029,0.001484867
stimuli/2_pieceB_anxious_calm_joyous,4,2,0.020800336,-0.061566288,0.018194495,-0.062813153,0.001365415
stimuli/2_pieceB_anxious_calm_joyous,5,2.5,0.020780815,-0.061333446,0.017635895,-0.06156723,0.001573562
stimuli/2_pieceB_anxious_calm_joyous,6,3,0.01911597,-0.058278233,0.017633837,-0.059993669,0.001850857
stimuli/2_pieceB_anxious_calm_joyous,7,3.5,0.019396159,-0.056651335,0.018067666,-0.058194374,0.00208044
stimuli/2_pieceB_anxious_calm_joyous,8,4,0.020600667,-0.052925731,0.018829443,-0.056258418,0.002229512
stimuli/2_pieceB_anxious_calm_joyous,9,4.5,0.02205635,-0.053365009,0.019823374,-0.054262716,0.002294341
stimuli/2_pieceB_anxious_calm_joyous,10,5,0.021266623,-0.053141007,0.020965231,-0.0522727,0.002281183
stimuli/2_pieceB_anxious_calm_joyous,11,5.5,0.020913551,-0.052191033,0.022181784,-0.050342986,0.00219987
stimuli/2_pieceB_anxious_calm_joyous,12,6,0.020170579,-0.049876543,0.02341022,-0.048518055,0.002061429
stimuli/2_pieceB_anxious_calm_joyous,13,6.5,0.020663608,-0.048132019,0.024597576,-0.046832921,0.001877074
