"","Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Public.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.fj4d","Manipulation..Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Context","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Spreadsheet..Image","Spreadsheet..Audio","Spreadsheet..randomise_block","Spreadsheet..gloomy_rating","Spreadsheet..upset_rating","Spreadsheet..scared_rating","Spreadsheet..sad_rating","Spreadsheet..anxious_rating","Spreadsheet..happy_rating","Spreadsheet..satisfied_rating","Spreadsheet..excited_rating","Spreadsheet..joyful_rating","Spreadsheet..relaxed_rating","Store..progress","Store..progress_practice"
"164","842",1766170984649,"19/12/2025 19:03:04",1766170984649,-5,"19/12/2025 14:03:04",169297,29,"task-6dig","repeat-xtpj#2",51537230,"67d94f701307ac0887c44909",14784538,NA,"complete",NA,"69458cdc4107eb1c196feac4","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x1080",NA,NA,0,"rating-task",17,"Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2938401,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"165","835",1766171724847,"19/12/2025 19:15:24",1766171724847,0,"19/12/2025 19:15:24",169297,29,"task-6dig","repeat-xtpj#1",51538692,"67d9625169884c7fdecaf0a6",14784751,NA,"complete",NA,"694591629d5eb8c21b978220","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1535831,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"166","833",1766172211159,"19/12/2025 19:23:31",1766172211159,-8,"19/12/2025 11:23:31",169297,29,"task-6dig","repeat-xtpj#1",51538930,"67dd40b531ab9c33ff61e98e",14784811,NA,"complete",NA,"694593562bf4c5891bac9e7f","computer","Desktop or Laptop","Windows 10","Chrome 140.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1638817,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"167","829",1766169787582,"19/12/2025 18:43:07",1766169787582,-8,"19/12/2025 10:43:07",169297,29,"task-6dig","repeat-xtpj#1",51536754,"67dd4210d92f4c3aac8d944c",14784785,NA,"complete",NA,"6945932c4a9ceaa6c767dbfd","computer","Desktop or Laptop","Windows 10","Chrome 140.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2205875,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"168","833",1766173822661,"19/12/2025 19:50:22",1766173822661,-5,"19/12/2025 14:50:22",169297,29,"task-6dig","repeat-xtpj#1",51539336,"67dd46602623d4bf857f7fa2",14785130,NA,"complete",NA,"69459fdf25ee29016567ec61","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x1080",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2668701,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"169","841",1766168876906,"19/12/2025 18:27:56",1766168876906,-8,"19/12/2025 10:27:56",169297,29,"task-6dig","repeat-xtpj#1",51536666,"67ddd68976b22b18710b9fdb",14784735,NA,"complete",NA,"694591f01145c55d8b21a441","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1366x768","1366x641",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1354486,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"170","842",1766169495424,"19/12/2025 18:38:15",1766169495424,0,"19/12/2025 18:38:15",169297,29,"task-6dig","repeat-xtpj#1",51536637,"67dfd2986014ad9eaa886f26",14784749,NA,"complete",NA,"6945916725ee29016567eabc","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2025905,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"171","841",1766170963760,"19/12/2025 19:02:43",1766170963760,-5,"19/12/2025 14:02:43",169297,29,"task-6dig","repeat-xtpj#3",51538105,"67e1dc9c35b6facf1079fb30",14784898,NA,"complete",NA,"6945947c15c26836cf382836","computer","Desktop or Laptop","Windows 10","Chrome 141.0.0.0","1366x768","1280x720",NA,NA,0,"rating-task",17,"Incorrect~Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1812701,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"172","832",1766172633493,"19/12/2025 19:30:33",1766172633493,-8,"19/12/2025 11:30:33",169297,29,"task-6dig","repeat-xtpj#1",51538910,"67e2ed15da79347d97d600c6",14785099,NA,"complete",NA,"6945937762053618ce1a9346","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2104020,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"173","825",1766170792257,"19/12/2025 18:59:52",1766170792257,-8,"19/12/2025 10:59:52",169297,29,"task-6dig","repeat-xtpj#1",51537070,"67e406244bfad9999a051c1e",14784810,NA,"complete",NA,"69459351ba3eadfeb1d2b27d","computer","Desktop or Laptop","Windows 10","Chrome 140.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2912085,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"174","827",1766172494118,"19/12/2025 19:28:14",1766172494118,-5,"19/12/2025 14:28:14",169297,29,"task-6dig","repeat-xtpj#1",51538381,"67e40bab848c22a30914c34c",14785005,NA,"complete",NA,"69459b02e0178ec882d3a165","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x1079",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2773133,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"175","841",1766169061596,"19/12/2025 18:31:01",1766169061596,0,"19/12/2025 18:31:01",169297,29,"task-6dig","repeat-xtpj#1",51536233,"67e73cc7cf25bb683f36f62c",14784608,NA,"complete",NA,"69458f05e45fa3379c10afae","computer","Desktop or Laptop","Windows 10","Chrome 140.0.0.0","1280x1024","1366x768",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1972343,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"176","841",1766167984670,"19/12/2025 18:13:04",1766167984670,-5,"19/12/2025 13:13:04",169297,29,"task-6dig","repeat-xtpj#1",51535282,"67e92dbd9199b830fbecdf2e",14784541,NA,"complete",NA,"69458df9f5917b8b47066670","computer","Desktop or Laptop","Windows 10","Chrome 142.0.0.0","1280x720","1280x720",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1434363,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"177","854",1766171262975,"19/12/2025 19:07:42",1766171262975,-5,"19/12/2025 14:07:42",169297,29,"task-6dig","repeat-xtpj#1",51538135,"67e944da95c1ca7712027013",14784589,NA,"complete",NA,"69458e9435aaff9a6092e0bc","computer","Desktop or Laptop","Windows 10","Chrome 134.0.0.0","1536x864","1280x720",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2020364,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"178","842",1766168519499,"19/12/2025 18:21:59",1766168519499,-5,"19/12/2025 13:21:59",169297,29,"task-6dig","repeat-xtpj#2",51536118,"67ed8001c2b6765fa734649d",14784497,NA,"complete",NA,"69458d4634cf8d9fac786d7f","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1280x642",NA,NA,0,"rating-task",17,"Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1507535,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"179","827",1766170017631,"19/12/2025 18:46:57",1766170017631,-5,"19/12/2025 13:46:57",169297,29,"task-6dig","repeat-xtpj#1",51537433,"67ef2077db9c1beab477cbed",14784580,NA,"complete",NA,"69458e33a9044111e2a8b7e3","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1366x768","1366x633",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1767296,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"180","842",1766171064571,"19/12/2025 19:04:24",1766171064571,-5,"19/12/2025 14:04:24",169297,29,"task-6dig","repeat-xtpj#3",51538263,"67f1b8abe144ffdfc27d371a",14784926,NA,"complete",NA,"6945974ca06a5bb1fb441a44","computer","Desktop or Laptop","Windows 10","Chrome 137.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Incorrect~Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1639445,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"181","840",1766170766940,"19/12/2025 18:59:26",1766170766940,-5,"19/12/2025 13:59:26",169297,29,"task-6dig","repeat-xtpj#1",51538108,"67f1f1d53b5c101545b04cfc",14784950,NA,"complete",NA,"6945984f04e6f635571abe48","computer","Desktop or Laptop","Windows 10","Chrome 132.0.0.0","1280x720","1280x593",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1594730,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"182","842",1766170956675,"19/12/2025 19:02:36",1766170956675,-8,"19/12/2025 11:02:36",169297,29,"task-6dig","repeat-xtpj#1",51537690,"67f2ecf2ef369d872787cfb8",14784855,NA,"complete",NA,"694595169bb991299ceea8d1","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1536x864","1536x864",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2213995,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"183","840",1766171013604,"19/12/2025 19:03:33",1766171013604,-5,"19/12/2025 14:03:33",169297,29,"task-6dig","repeat-xtpj#1",51538560,"67f2fbc77b115d1edb94ef11",14784635,NA,"complete",NA,"69458f1bed78c67dfffd8ccb","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1536x864","1536x730",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1027787,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"184","841",1766172455680,"19/12/2025 19:27:35",1766172455680,-8,"19/12/2025 11:27:35",169297,29,"task-6dig","repeat-xtpj#1",51538143,"67f308952524e8b1d811964c",14784929,NA,"complete",NA,"694597578ab0b201be1ca542","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1536x864","1536x776",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,3014632,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"185","841",1766168902431,"19/12/2025 18:28:22",1766168902431,-6,"19/12/2025 12:28:22",169297,29,"task-6dig","repeat-xtpj#1",51537215,"6810cb4c7a4dd46a3c6ede04",14784853,NA,"complete",NA,"69458dafcc9237b80d2f26ab","computer","Desktop or Laptop","Windows 10","Chrome 136.0.0.0","1366x768","1366x607",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,871190,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"186","844",1766171762119,"19/12/2025 19:16:02",1766171762119,-5,"19/12/2025 14:16:02",169297,29,"task-6dig","repeat-xtpj#3",51538213,"682498beb28b43fa10e34496",14784877,NA,"complete",NA,"694595a351bcda408a73e631","computer","Desktop or Laptop","Windows 10","Chrome 138.0.0.0","1366x768","1366x633",NA,NA,0,"rating-task",17,"Incorrect~Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2406380,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"187","841",1766168646973,"19/12/2025 18:24:06",1766168646973,-5,"19/12/2025 13:24:06",169297,29,"task-6dig","repeat-xtpj#1",51536158,"6824fd5f12b792fdaec9b2be",14784627,NA,"complete",NA,"69458e88af6ece6dc6321a13","computer","Desktop or Laptop","Windows 10","Chrome 133.0.0.0","1280x720","1280x720",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1608641,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"188","841",1766161596708,"19/12/2025 16:26:36",1766161596708,-5,"19/12/2025 11:26:36",169297,29,"task-6dig","repeat-xtpj#1",51528050,"682c3f62f2680e9a67130379",14783598,NA,"complete",NA,"6945759d8d2aed5bf583e031","computer","Desktop or Laptop","Windows 10","Chrome 141.0.0.0","1366x768","1280x720",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1563073,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"189","840",1766169029414,"19/12/2025 18:30:29",1766169029414,-5,"19/12/2025 13:30:29",169297,29,"task-6dig","repeat-xtpj#2",51535580,"68423451060859f8ce31ee5a",14784536,NA,"complete",NA,"69458dd2ad0eca41a68e132f","computer","Desktop or Laptop","Windows 10","Chrome 133.0.0.0","1600x900","1600x773",NA,NA,0,"rating-task",17,"Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,2268484,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"190","841",1766167585428,"19/12/2025 18:06:25",1766167585428,-6,"19/12/2025 12:06:25",169297,29,"task-6dig","repeat-xtpj#1",51534996,"69416ab139b4b8d585aa4848",14784499,NA,"complete",NA,"69458d626e68b796ae823007","computer","Desktop or Laptop","Ubuntu undefined","Firefox 143.0","1366x768","1300x651",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1467873,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"191","841",1766171824459,"19/12/2025 19:17:04",1766171824459,-5,"19/12/2025 14:17:04",169297,29,"task-6dig","repeat-xtpj#1",51539129,"69417b79c252f58b79bf6754",14785122,NA,"complete",NA,"69459fca0568aaaa5eb51fe1","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 143.0.0.0","1792x1120","1792x937",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1033182,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"192","841",1766171302917,"19/12/2025 19:08:22",1766171302917,-5,"19/12/2025 14:08:22",169297,29,"task-6dig","repeat-xtpj#1",51538610,"69419e9576aea13f332266ff",14784738,NA,"complete",NA,"6945922cff47a30a8f9d8385","computer","Desktop or Laptop","Windows 10","Edge 143.0.0.0","1536x864","1528x779",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1263681,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"193","842",1766168587959,"19/12/2025 18:23:07",1766168587959,-5,"19/12/2025 13:23:07",169297,29,"task-6dig","repeat-xtpj#1",51536630,"6941b8c9dd38cb0309c3280f",14784765,NA,"complete",NA,"694592a02234b8fdaf902b06","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 143.0.0.0","1470x956","1454x767",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1144227,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"194","841",1766168022455,"19/12/2025 18:13:42",1766168022455,-6,"19/12/2025 12:13:42",169297,29,"task-6dig","repeat-xtpj#3",51536106,"6942e57738f4e53ee0c5442b",14784671,NA,"complete",NA,"69458fcbff8a8b251c7a9fe7","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 128.0.0.0","1440x900","1440x760",NA,NA,0,"rating-task",17,"Incorrect~Incorrect~Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1043285,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"195","841",1766169289033,"19/12/2025 18:34:49",1766169289033,-5,"19/12/2025 13:34:49",169297,29,"task-6dig","repeat-xtpj#1",51537428,"694362776ee0b39779195255",14784876,NA,"complete",NA,"694595b2afc946537a53a919","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x945",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1062651,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"196","841",1766167527273,"19/12/2025 18:05:27",1766167527273,-8,"19/12/2025 10:05:27",169297,29,"task-6dig","repeat-xtpj#1",51534790,"6944131af019fea3b689eb5f",14784480,NA,"complete",NA,"69458d2c2ff238e2615b5254","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1920x1080","1920x991",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1546194,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
"197","838",1766169061150,"19/12/2025 18:31:01",1766169061150,-8,"19/12/2025 10:31:01",169297,29,"task-6dig","repeat-xtpj#1",51536991,"69455d744f6c8f2faec72b92",14784815,NA,"complete",NA,"6945941f920ccf53128c8a28","computer","Desktop or Laptop","Windows 10","Chrome 143.0.0.0","1536x864","1536x864",NA,NA,0,"rating-task",17,"Correct","Spreadsheet","",NA,"","","",NA,"info","END",NA,NA,NA,1270187,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","","","",NA,"","","","","","","","","","",NA,NA
