Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Audio,Spreadsheet: randomise_block,Spreadsheet: gloomy_rating,Spreadsheet: upset_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: satisfied_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: relaxed_rating,Manipulation: Spreadsheet,Store: progress,Store: progress_practice
1,1732043282972,19/11/2024 19:08:02,1732025282972,-5,19/11/2024 09:08:02,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,,,,,,info,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2,1732043432316,19/11/2024 19:10:32,1732025432316,-5,19/11/2024 09:10:32,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,,,,,,info,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
3,1732043432329,19/11/2024 19:10:32,1732025432329,-5,19/11/2024 09:10:32,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,,,,,,info,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
4,1732043442379,19/11/2024 19:10:42,1732025442379,-5,19/11/2024 09:10:42,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Instructions,General Instructions,xkcf3q,1,continue,,9960.600000002974,9950.399999999994,9960.600000002974,9960.600000002974,9950.399999999994,9960.600000002974,1,9960.600000002974,0,0,,Click To Continue,Continue Button,2,object-206,Instructions,,,,,,,,,,,,,,,,
5,1732043446179,19/11/2024 19:10:46,1732025446179,-5,19/11/2024 09:10:46,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Instructions,Task Instructions,per9qq,2,continue,,3812.6000000089407,3799.7000000000116,3812.6000000089407,3812.6000000089407,3799.7000000000116,3812.6000000089407,1,3812.6000000089407,0,0,,Click To Continue,Continue Button,2,object-4,Instructions,,,,,,,,,,,,,,,,
6,1732043449134,19/11/2024 19:10:49,1732025449134,-5,19/11/2024 09:10:49,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Image_Practice,Fixation Cross,pli4rm,1,continue,,2966.6999999999825,2966.6999999999825,2966.6999999999825,2966.6999999999825,2966.6999999999825,2966.6999999999825,1,2966.6999999999825,0,0,,Fixation Timing,Fixation Cross,1,object-67,Fixation_Image_Practice,Coffee 1.jpg,,,,,,,,,,,,,,,
7,1732043457135,19/11/2024 19:10:57,1732025457135,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Image_Practice,Practice Image,g2ouef,2,timedOut,,0,0,0,8001.400000011927,8000.5,8001.400000011927,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image_Practice,Coffee 1.jpg,,,,,,,,,,,,,,,
8,1732043457172,19/11/2024 19:10:57,1732025457172,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Anxious Slider,3,object-182,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
9,1732043457175,19/11/2024 19:10:57,1732025457175,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Relaxed Slider,5,object-184,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
10,1732043457177,19/11/2024 19:10:57,1732025457177,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Gloomy Slider,7,object-186,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
11,1732043457179,19/11/2024 19:10:57,1732025457179,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Excited Slider,9,object-188,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
12,1732043457182,19/11/2024 19:10:57,1732025457182,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Happy Slider,11,object-190,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
13,1732043457184,19/11/2024 19:10:57,1732025457184,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Upset Slider,13,object-192,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
14,1732043457187,19/11/2024 19:10:57,1732025457187,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Sad Slider,15,object-194,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
15,1732043457190,19/11/2024 19:10:57,1732025457190,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Satisfied Slider,17,object-196,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
16,1732043457192,19/11/2024 19:10:57,1732025457192,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Scared Slider,19,object-198,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
17,1732043457194,19/11/2024 19:10:57,1732025457194,-5,19/11/2024 09:10:57,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,info,,17,0,17,17,0,17,1,17,0,0,,Slider,Joyful Slider,21,object-200,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,
18,1732043474377,19/11/2024 19:11:14,1732025474377,-5,19/11/2024 09:11:14,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,continue,,17241.400000011927,17233.20000000001,17241.400000011927,17241.400000011927,17233.20000000001,17241.400000011927,1,17241.400000011927,0,0,,Click To Continue,Continue,22,object-201,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,1
19,1732043498691,19/11/2024 19:11:38,1732025498691,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,continue,,41556.90000001193,41550.100000000006,41556.90000001193,41556.90000001193,41550.100000000006,41556.90000001193,1,41556.90000001193,0,0,,Click To Continue,Continue,22,object-201,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,2
20,1732043498693,19/11/2024 19:11:38,1732025498693,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,2,19616.5,41550.100000000006,41558.70000000895,19616.5,41550.100000000006,41558.70000000895,1,19616.5,21942.200000008947,0,,Slider,Anxious Slider,3,object-182,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,3
21,1732043498694,19/11/2024 19:11:38,1732025498694,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,85,39816.80000000002,41550.100000000006,41559.40000001193,39816.80000000002,41550.100000000006,41559.40000001193,1,39816.80000000002,1742.6000000119093,0,,Slider,Relaxed Slider,5,object-184,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,4
22,1732043498695,19/11/2024 19:11:38,1732025498695,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,4,22016.70000000001,41550.100000000006,41560.20000000895,22016.70000000001,41550.100000000006,41560.20000000895,1,22016.70000000001,19543.500000008935,0,,Slider,Gloomy Slider,7,object-186,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,5
23,1732043498695,19/11/2024 19:11:38,1732025498695,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,67,38766.80000000002,41550.100000000006,41561.100000000006,38766.80000000002,41550.100000000006,41561.100000000006,1,38766.80000000002,2794.2999999999884,0,,Slider,Excited Slider,9,object-188,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,6
24,1732043498695,19/11/2024 19:11:38,1732025498695,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,71,24567,41550.100000000006,41561.40000001193,24567,41550.100000000006,41561.40000001193,1,24567,16994.400000011927,0,,Slider,Happy Slider,11,object-190,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,7
25,1732043498695,19/11/2024 19:11:38,1732025498695,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,3,36516.70000000001,41550.100000000006,41561.600000000006,36516.70000000001,41550.100000000006,41561.600000000006,1,36516.70000000001,5044.899999999994,0,,Slider,Upset Slider,13,object-192,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,8
26,1732043498696,19/11/2024 19:11:38,1732025498696,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,20,27983.300000000017,41550.100000000006,41562.000000005966,27983.300000000017,41550.100000000006,41562.000000005966,1,27983.300000000017,13578.700000005949,0,,Slider,Sad Slider,15,object-194,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,9
27,1732043498696,19/11/2024 19:11:38,1732025498696,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,59,34600.100000000006,41550.100000000006,41562.300000002986,34600.100000000006,41550.100000000006,41562.300000002986,1,34600.100000000006,6962.20000000298,0,,Slider,Satisfied Slider,17,object-196,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,10
28,1732043498696,19/11/2024 19:11:38,1732025498696,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,4,29533.300000000017,41550.100000000006,41562.600000000006,29533.300000000017,41550.100000000006,41562.600000000006,1,29533.300000000017,12029.299999999988,0,,Slider,Scared Slider,19,object-198,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,11
29,1732043498697,19/11/2024 19:11:38,1732025498697,-5,19/11/2024 09:11:38,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Ratings_Practice,Practice Ratings,smykl5,1,response,63,33516.70000000001,41550.100000000006,41563.000000005966,33516.70000000001,41550.100000000006,41563.000000005966,1,33516.70000000001,8046.300000005955,0,,Slider,Joyful Slider,21,object-200,Ratings_Practice,Coffee 1.jpg,,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
30,1732043501652,19/11/2024 19:11:41,1732025501652,-5,19/11/2024 09:11:41,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Fixation Cross,9gsljt,1,continue,,2967,2967,2967,2967,2967,2967,1,2967,0,0,,Fixation Timing,Fixation Cross,1,object-92,Fixation_Music_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,,,,12
31,1732043501659,19/11/2024 19:11:41,1732025501659,-5,19/11/2024 09:11:41,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Practice Music,j4jca7,2,info,audio started,0,0,0,7.9000000059604645,0,7.9000000059604645,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,,,,12
32,1732043509652,19/11/2024 19:11:49,1732025509652,-5,19/11/2024 09:11:49,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Practice Music,j4jca7,2,timedOut,,0,0,0,8000.800000011921,8000,8000.800000011921,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Music_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,,,,12
33,1732043510344,19/11/2024 19:11:50,1732025510344,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Practice Music,j4jca7,2,info,audio finished,0,0,0,8693.60000000894,8683.200000000012,8693.60000000894,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,,,,12
34,1732043510345,19/11/2024 19:11:50,1732025510345,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,1,Fixation_Music_Practice,Practice Music,j4jca7,2,continue,,0,0,0,8693.800000011921,8683.200000000012,8693.800000011921,1,0,0,0,,Audio Clip,Audio,1,object-96,Fixation_Music_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,,,,,,,,,,,,,12
35,1732043510352,19/11/2024 19:11:50,1732025510352,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Anxious Slider,3,object-182,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
36,1732043510354,19/11/2024 19:11:50,1732025510354,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Relaxed Slider,5,object-184,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
37,1732043510355,19/11/2024 19:11:50,1732025510355,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Gloomy Slider,7,object-186,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
38,1732043510356,19/11/2024 19:11:50,1732025510356,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Excited Slider,9,object-188,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
39,1732043510357,19/11/2024 19:11:50,1732025510357,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Happy Slider,11,object-190,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
40,1732043510358,19/11/2024 19:11:50,1732025510358,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Upset Slider,13,object-192,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
41,1732043510359,19/11/2024 19:11:50,1732025510359,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Sad Slider,15,object-194,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
42,1732043510360,19/11/2024 19:11:50,1732025510360,-5,19/11/2024 09:11:50,169297,25,task-6dig,repeat-xtpj#2,41470310,TEAM_YA_080,12104716,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1536x864,1536x738,,,0,rating-task,17,Incorrect~Correct,Spreadsheet,Spreadsheet,2,Ratings_Practice,Practice Ratings,smykl5,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Satisfied Slider,17,object-196,Ratings_Practice,,8_pieceA_dreamy_calm_joyous_1.mp3,,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,,12
