Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar,branch-fj4d
﻿1,1744941300050,"18/04/2025, 01:55:00",1744941299915,-7,"17/04/2025, 18:54:59",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x981,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
2,1744941303619,"18/04/2025, 01:55:03",1744941303497,-7,"17/04/2025, 18:55:03",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x981,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,1878.2999999523163,,,,0,,,,,,,,Instructions,,,,Correct
3,1744941305035,"18/04/2025, 01:55:05",1744941304911,-7,"17/04/2025, 18:55:04",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x981,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1407.7999999523163,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
4,1744941305999,"18/04/2025, 01:55:05",1744941305864,-7,"17/04/2025, 18:55:05",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x981,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,2366.7,,,,0,,,,,,,,Instructions,,,,Correct
5,1744941307034,"18/04/2025, 01:55:07",1744941306937,-7,"17/04/2025, 18:55:06",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,1066.9000000953674,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
6,1744941313037,"18/04/2025, 01:55:13",1744941312940,-7,"17/04/2025, 18:55:12",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,7070.200000047684,,,,0,,,,,,,,Instructions,,,,Correct
7,1744941313287,"18/04/2025, 01:55:13",1744941313174,-7,"17/04/2025, 18:55:13",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,226.30000007152557,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
8,1744941314883,"18/04/2025, 01:55:14",1744941314753,-7,"17/04/2025, 18:55:14",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1803.8000000715256,,,,0,,,,,,,,Instructions,,,,Correct
9,1744941316608,"18/04/2025, 01:55:16",1744941316466,-7,"17/04/2025, 18:55:16",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,1705.5,,,,0,,,,,,,,Instructions,,,,Correct
10,1744941317626,"18/04/2025, 01:55:17",1744941317454,-7,"17/04/2025, 18:55:17",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,1,Screen 3,Zone3,timelimit_screen,999.3999999999978,,,,0,,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
11,1744941317980,"18/04/2025, 01:55:17",1744941317462,-7,"17/04/2025, 18:55:17",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
12,1744941323566,"18/04/2025, 01:55:23",1744941323463,-7,"17/04/2025, 18:55:23",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,6002.299999952316,,,,0,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
13,1744941324155,"18/04/2025, 01:55:24",1744941324049,-7,"17/04/2025, 18:55:24",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,3,Screen 2,buttonB,response_button_text,582.2999999523163,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
14,1744941325137,"18/04/2025, 01:55:25",1744941325036,-7,"17/04/2025, 18:55:25",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,1,Screen 3,Zone3,timelimit_screen,1000.5,,,,0,,,,,1,,1,Trial,2,HugginsPitch_6_2.flac,1,Correct
15,1744941325312,"18/04/2025, 01:55:25",1744941325042,-7,"17/04/2025, 18:55:25",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Correct
16,1744941331152,"18/04/2025, 01:55:31",1744941331045,-7,"17/04/2025, 18:55:31",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,2,Screen 1,content,content_web_audio,6003.299999952316,,,,0,,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Correct
17,1744941331622,"18/04/2025, 01:55:31",1744941331520,-7,"17/04/2025, 18:55:31",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,7,2,3,Screen 2,buttonB,response_button_text,468.89999997615814,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_6_2.flac,1,Correct
18,1744941332660,"18/04/2025, 01:55:32",1744941332519,-7,"17/04/2025, 18:55:32",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,3,1,Screen 3,Zone3,timelimit_screen,999.8999999999942,,,,0,,,,,1,,1,Trial,3,HugginsPitch_4_3.flac,1,Correct
19,1744941332904,"18/04/2025, 01:55:32",1744941332525,-7,"17/04/2025, 18:55:32",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,3,2,Screen 1,content,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1,Correct
20,1744941338627,"18/04/2025, 01:55:38",1744941338527,-7,"17/04/2025, 18:55:38",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,3,2,Screen 1,content,content_web_audio,6002.399999976158,,,,0,,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1,Correct
21,1744941339128,"18/04/2025, 01:55:39",1744941339020,-7,"17/04/2025, 18:55:39",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,5,3,3,Screen 2,buttonC,response_button_text,484.8000000715256,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_4_3.flac,1,Correct
22,1744941340112,"18/04/2025, 01:55:40",1744941340003,-7,"17/04/2025, 18:55:40",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
23,1744941340274,"18/04/2025, 01:55:40",1744941340009,-7,"17/04/2025, 18:55:40",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,4,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
24,1744941346467,"18/04/2025, 01:55:46",1744941346011,-7,"17/04/2025, 18:55:46",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,4,2,Screen 1,content,content_web_audio,6002.700000047684,,,,0,,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
25,1744941346998,"18/04/2025, 01:55:46",1744941346460,-7,"17/04/2025, 18:55:46",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,4,3,Screen 2,buttonC,response_button_text,439.6999999284744,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
26,1744941347547,"18/04/2025, 01:55:47",1744941347453,-7,"17/04/2025, 18:55:47",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,1,Screen 3,Zone3,timelimit_screen,999.1000000000058,,,,0,,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
27,1744941348056,"18/04/2025, 01:55:48",1744941347459,-7,"17/04/2025, 18:55:47",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,2,Screen 1,content,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
28,1744941353605,"18/04/2025, 01:55:53",1744941353461,-7,"17/04/2025, 18:55:53",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,2,Screen 1,content,content_web_audio,6002.699999928474,,,,0,,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
29,1744941353916,"18/04/2025, 01:55:53",1744941353809,-7,"17/04/2025, 18:55:53",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,5,3,Screen 2,buttonB,response_button_text,340.59999990463257,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
30,1744941354898,"18/04/2025, 01:55:54",1744941354802,-7,"17/04/2025, 18:55:54",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
31,1744941355087,"18/04/2025, 01:55:55",1744941354809,-7,"17/04/2025, 18:55:54",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,6,2,Screen 1,content,content_web_audio,0.7999999523162842,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
32,1744941360966,"18/04/2025, 01:56:00",1744941360820,-7,"17/04/2025, 18:56:00",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,6,2,Screen 1,content,content_web_audio,6011.399999976158,,,,0,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
33,1744941361158,"18/04/2025, 01:56:01",1744941360999,-7,"17/04/2025, 18:56:00",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,6,3,Screen 2,buttonC,response_button_text,173.30000007152557,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
34,1744941362398,"18/04/2025, 01:56:02",1744941362291,-7,"17/04/2025, 18:56:02",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,1287.2999999523163,,,,0,,,,,,,,End,,,,Correct
35,1744941362557,"18/04/2025, 01:56:02",1744941362303,-7,"17/04/2025, 18:56:02",169297,28,task-cusq,repeat-xtpj#1,45489680,35335,13221100,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 134.0.0.0,1710x1107,1710x1069,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,62387,,,,,,,,,,,,,,,,Correct
﻿1,1746474467113,"05/05/2025, 19:47:47",1746474466812,-4,"05/05/2025, 15:47:46",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x817,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
2,1746474475059,"05/05/2025, 19:47:55",1746474474794,-4,"05/05/2025, 15:47:54",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x817,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,7444,,,,0,,,,,,,,Instructions,,,,Correct
3,1746474477993,"05/05/2025, 19:47:57",1746474477728,-4,"05/05/2025, 15:47:57",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x817,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,2927,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
4,1746474491251,"05/05/2025, 19:48:11",1746474490981,-4,"05/05/2025, 15:48:10",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x817,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,16566,,,,0,,,,,,,,Instructions,,,,Correct
5,1746474529547,"05/05/2025, 19:48:49",1746474529271,-4,"05/05/2025, 15:48:49",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,38282,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
6,1746474535532,"05/05/2025, 19:48:55",1746474535276,-4,"05/05/2025, 15:48:55",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,44286.000000000015,,,,0,,,,,,,,Instructions,,,,Correct
7,1746474538408,"05/05/2025, 19:48:58",1746474538149,-4,"05/05/2025, 15:48:58",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,2865,,,,0,,,,,,,,Instructions,,,,Correct
8,1746474557625,"05/05/2025, 19:49:17",1746474557370,-4,"05/05/2025, 15:49:17",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,19210.999999999985,,,,0,,,,,,,,Instructions,,,,Correct
9,1746474558626,"05/05/2025, 19:49:18",1746474558358,-4,"05/05/2025, 15:49:18",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,1,Screen 3,Zone3,timelimit_screen,999,,,,0,,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
10,1746474558939,"05/05/2025, 19:49:18",1746474558368,-4,"05/05/2025, 15:49:18",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
11,1746474564626,"05/05/2025, 19:49:24",1746474564371,-4,"05/05/2025, 15:49:24",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,2,Screen 1,content,content_web_audio,6004,,,,0,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
12,1746474565627,"05/05/2025, 19:49:25",1746474565381,-4,"05/05/2025, 15:49:25",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,1,3,Screen 2,buttonC,response_button_text,999,,,3,1,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
13,1746474566630,"05/05/2025, 19:49:26",1746474566374,-4,"05/05/2025, 15:49:26",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
14,1746474566942,"05/05/2025, 19:49:26",1746474566383,-4,"05/05/2025, 15:49:26",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,2,Screen 1,content,content_web_audio,0.9999999999854481,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
15,1746474572654,"05/05/2025, 19:49:32",1746474572387,-4,"05/05/2025, 15:49:32",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,2,Screen 1,content,content_web_audio,6003.999999999985,,,,0,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
16,1746474575864,"05/05/2025, 19:49:35",1746474575614,-4,"05/05/2025, 15:49:35",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,2,3,Screen 2,buttonA,response_button_text,3212.9999999999854,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
17,1746474576901,"05/05/2025, 19:49:36",1746474576608,-4,"05/05/2025, 15:49:36",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
18,1746474577225,"05/05/2025, 19:49:37",1746474576619,-4,"05/05/2025, 15:49:36",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
19,1746474582864,"05/05/2025, 19:49:42",1746474582622,-4,"05/05/2025, 15:49:42",169297,28,task-cusq,repeat-xtpj#1,45879161,36118,13351342,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1470x956,1470x920,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_web_audio,6003,,,,0,,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
