Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,correctAnswerCount,EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar,branch-fj4d
14,1746555626411,"06/05/2025, 18:20:26",1746555625831,-4,"06/05/2025, 14:20:25",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,2,2,Screen 1,content,content_web_audio,1.300000000745058,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
15,1746555632283,"06/05/2025, 18:20:32",1746555631834,-4,"06/05/2025, 14:20:31",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,2,2,Screen 1,content,content_web_audio,6003.699999999255,,,,0,,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
16,1746555633030,"06/05/2025, 18:20:33",1746555632592,-4,"06/05/2025, 14:20:32",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,6,2,3,Screen 2,buttonC,response_button_text,745.8000000007451,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_5_3.flac,1,Correct
17,1746555634032,"06/05/2025, 18:20:34",1746555633585,-4,"06/05/2025, 14:20:33",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,1,Screen 3,Zone3,timelimit_screen,1000.0999999999767,,,,0,,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
18,1746555634194,"06/05/2025, 18:20:34",1746555633595,-4,"06/05/2025, 14:20:33",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
19,1746555640650,"06/05/2025, 18:20:40",1746555639597,-4,"06/05/2025, 14:20:39",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,6003.20000000298,,,,0,,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
20,1746555640848,"06/05/2025, 18:20:40",1746555640047,-4,"06/05/2025, 14:20:40",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,3,Screen 2,buttonB,response_button_text,436.5,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1,Correct
21,1746555641473,"06/05/2025, 18:20:41",1746555641036,-4,"06/05/2025, 14:20:41",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1,Correct
22,1746555641675,"06/05/2025, 18:20:41",1746555641049,-4,"06/05/2025, 14:20:41",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,4,2,Screen 1,content,content_web_audio,1.5,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Correct
23,1746555647654,"06/05/2025, 18:20:47",1746555647051,-4,"06/05/2025, 14:20:47",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,4,2,Screen 1,content,content_web_audio,6003.39999999851,,,,0,,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Correct
24,1746555647972,"06/05/2025, 18:20:47",1746555647524,-4,"06/05/2025, 14:20:47",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,4,3,Screen 2,buttonA,response_button_text,458,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1,Correct
25,1746555649085,"06/05/2025, 18:20:49",1746555648519,-4,"06/05/2025, 14:20:48",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
26,1746555649230,"06/05/2025, 18:20:49",1746555648529,-4,"06/05/2025, 14:20:48",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,2,Screen 1,content,content_web_audio,1.300000000745058,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
27,1746555655595,"06/05/2025, 18:20:55",1746555654532,-4,"06/05/2025, 14:20:54",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,2,Screen 1,content,content_web_audio,6003.699999999255,,,,0,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
28,1746555655812,"06/05/2025, 18:20:55",1746555655070,-4,"06/05/2025, 14:20:55",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,5,3,Screen 2,buttonA,response_button_text,525.1999999992549,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
29,1746555656496,"06/05/2025, 18:20:56",1746555656053,-4,"06/05/2025, 14:20:56",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,,,,,1,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
30,1746555656829,"06/05/2025, 18:20:56",1746555656063,-4,"06/05/2025, 14:20:56",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,6,2,Screen 1,content,content_web_audio,1.300000000745058,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
31,1746555662508,"06/05/2025, 18:21:02",1746555662065,-4,"06/05/2025, 14:21:02",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,6,2,Screen 1,content,content_web_audio,6002.900000002235,,,,0,,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
32,1746555663067,"06/05/2025, 18:21:03",1746555662608,-4,"06/05/2025, 14:21:02",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,12,6,3,Screen 2,buttonC,response_button_text,530.8000000007451,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_11_3.flac,1,Correct
33,1746555665812,"06/05/2025, 18:21:05",1746555664874,-4,"06/05/2025, 14:21:04",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,2257.39999999851,,,,0,,,,,,,,End,,,,Correct
34,1746555665972,"06/05/2025, 18:21:05",1746555664877,-4,"06/05/2025, 14:21:04",169297,28,task-cusq,repeat-xtpj#1,45909308,35503,13359454,,complete,,,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 132.0.0.0,1366x768,1366x768,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,167541,,,,,,,,,,,,,,,,Correct
﻿1,1746556736579,"06/05/2025, 18:38:56",1746556737310,-4,"06/05/2025, 14:38:57",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
2,1746556741673,"06/05/2025, 18:39:01",1746556742479,-4,"06/05/2025, 14:39:02",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,4892.5,,,,0,,,,,,,,Instructions,,,,Correct
3,1746556746655,"06/05/2025, 18:39:06",1746556747454,-4,"06/05/2025, 14:39:07",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,4970.600000023842,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
4,1746556770092,"06/05/2025, 18:39:30",1746556770884,-4,"06/05/2025, 14:39:30",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
5,1746556771605,"06/05/2025, 18:39:31",1746556772424,-4,"06/05/2025, 14:39:32",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1509.800000011921,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
6,1746556805868,"06/05/2025, 18:40:05",1746556806654,-4,"06/05/2025, 14:40:06",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
7,1746556806804,"06/05/2025, 18:40:06",1746556807614,-4,"06/05/2025, 14:40:07",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,933.1999999880791,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
8,1746556810926,"06/05/2025, 18:40:10",1746556811733,-4,"06/05/2025, 14:40:11",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Opera 118.0.0.0,1707x1067,1666x911,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
9,1746556851063,"06/05/2025, 18:40:51",1746556851886,-4,"06/05/2025, 14:40:51",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x934,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,,Correct
10,1746556853986,"06/05/2025, 18:40:53",1746556854800,-4,"06/05/2025, 14:40:54",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x934,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1185,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
11,1746556860694,"06/05/2025, 18:41:00",1746556861488,-4,"06/05/2025, 14:41:01",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x934,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,7877.720000000001,,,,0,,,,,,,,Instructions,,,,Correct
12,1746556869047,"06/05/2025, 18:41:09",1746556869767,-4,"06/05/2025, 14:41:09",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,8274,,,AUDIO PLAY REQUESTED,1,,,,,,,,Instructions,,,,Correct
13,1746556874984,"06/05/2025, 18:41:14",1746556875797,-4,"06/05/2025, 14:41:15",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,14304,,,,0,,,,,,,,Instructions,,,,Correct
14,1746556876533,"06/05/2025, 18:41:16",1746556877336,-4,"06/05/2025, 14:41:17",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1534,,,,0,,,,,,,,Instructions,,,,Correct
15,1746556889674,"06/05/2025, 18:41:29",1746556890487,-4,"06/05/2025, 14:41:30",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,13149,,,,0,,,,,,,,Instructions,,,,Correct
16,1746556890666,"06/05/2025, 18:41:30",1746556891487,-4,"06/05/2025, 14:41:31",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,1,1,Screen 3,Zone3,timelimit_screen,999.8199999999997,,,,0,,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1,Correct
17,1746556890819,"06/05/2025, 18:41:30",1746556891490,-4,"06/05/2025, 14:41:31",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,1,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Correct
18,1746556896684,"06/05/2025, 18:41:36",1746556897501,-4,"06/05/2025, 14:41:37",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,1,2,Screen 1,content,content_web_audio,6011,,,,0,,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Correct
19,1746556898359,"06/05/2025, 18:41:38",1746556899175,-4,"06/05/2025, 14:41:39",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,1,3,Screen 2,buttonB,response_button_text,1671,,,2,1,,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1,Correct
20,1746556899350,"06/05/2025, 18:41:39",1746556900170,-4,"06/05/2025, 14:41:40",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,1,Screen 3,Zone3,timelimit_screen,999.8400000000038,,,,0,,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
21,1746556899508,"06/05/2025, 18:41:39",1746556900173,-4,"06/05/2025, 14:41:40",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
22,1746556905362,"06/05/2025, 18:41:45",1746556906186,-4,"06/05/2025, 14:41:46",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,2,Screen 1,content,content_web_audio,6012,,,,0,,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
23,1746556905898,"06/05/2025, 18:41:45",1746556906704,-4,"06/05/2025, 14:41:46",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,2,3,Screen 2,buttonA,response_button_text,514,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1,Correct
24,1746556907051,"06/05/2025, 18:41:47",1746556907703,-4,"06/05/2025, 14:41:47",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,1,Screen 3,Zone3,timelimit_screen,999.8399999999965,,,,0,,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
25,1746556907194,"06/05/2025, 18:41:47",1746556907706,-4,"06/05/2025, 14:41:47",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
26,1746556912892,"06/05/2025, 18:41:52",1746556913715,-4,"06/05/2025, 14:41:53",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,2,Screen 1,content,content_web_audio,6009,,,,0,,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
27,1746556913868,"06/05/2025, 18:41:53",1746556914688,-4,"06/05/2025, 14:41:54",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,3,3,Screen 2,buttonB,response_button_text,970,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1,Correct
28,1746556914879,"06/05/2025, 18:41:54",1746556915684,-4,"06/05/2025, 14:41:55",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,1,Screen 3,Zone3,timelimit_screen,999.8399999999965,,,,0,,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
29,1746556915013,"06/05/2025, 18:41:55",1746556915687,-4,"06/05/2025, 14:41:55",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
30,1746556920882,"06/05/2025, 18:42:00",1746556921693,-4,"06/05/2025, 14:42:01",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,2,Screen 1,content,content_web_audio,6006,,,,0,,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
31,1746556921469,"06/05/2025, 18:42:01",1746556922287,-4,"06/05/2025, 14:42:02",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,3,Screen 2,buttonA,response_button_text,587,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1,Correct
32,1746556922475,"06/05/2025, 18:42:02",1746556923283,-4,"06/05/2025, 14:42:03",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,1,Screen 3,Zone3,timelimit_screen,999.8399999999965,,,,0,,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
33,1746556922705,"06/05/2025, 18:42:02",1746556923287,-4,"06/05/2025, 14:42:03",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,0,,,AUDIO PLAY REQUESTED,1,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
34,1746556928503,"06/05/2025, 18:42:08",1746556929298,-4,"06/05/2025, 14:42:09",169297,28,task-cusq,repeat-xtpj#1,45909885,35725,13359615,,complete,,,computer,Desktop or Laptop,Windows 10,Firefox 138.0,1707x1067,1707x1067,,Headphone Screen using Huggins' Pitch,2,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,6011,,,,0,,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1,Correct
