"","ID","negmusicICC","posmusicICC","negpicICC","pospicICC","negICC","posICC","allmusicICC","allpicICC"
"112","66699f85a69c5a20e26d0446",0,-0.697930815381964,-2.10538263164593,-3.46372335381229,-2.33035151632762,-2.74169293987222,-0.348965407690982,-2.78455299272911
"113","667ab64e047d4032dcc8be52",-0.993596336536385,-1.36236272278051,-1.92530241342936,-1.57099183573875,-1.43611590570018,-1.46129025233679,-1.17797952965845,-1.74814712458405
"114","667c66be2cfdb420fd63f2c9",-0.714930438227098,-0.700473104754366,-1.47940260758973,-2.05631292607125,-1.57109531596381,-1.67228461960253,-0.707701771490732,-1.76785776683049
"115","6682fbc595609e3f88048a53",-0.263249000615399,-1.28982458588141,-0.570599256773675,-1.38230446894427,-0.583462347173324,-1.34377776950262,-0.776536793248405,-0.976451862858972
"116","668bf688d58206e61f399a88",-2.00257980938511,-1.65221938889289,-2.50098410390149,-2.68291920845239,-2.41607406764547,-2.2076800271232,-1.827399599139,-2.59195165617694
"117","669fdf35b877ffb7641b412e",-0.433725246069472,-0.884569916131946,-1.70290267200026,-2.1533674408028,-1.3062656864852,-1.41734954516683,-0.659147581100709,-1.92813505640153
"118","66b01097e95b0626c2cd7b5c",-0.609499596101065,-0.735988398644666,-1.75997964394453,-1.91153191315287,-1.28083692815793,-1.38031808180754,-0.672743997372865,-1.8357557785487
"119","66b504cd131c63b36b682b8d",-0.398565021235841,-0.814515863520555,-0.937627089901384,-1.44076856530021,-0.666386840443384,-1.37078764295168,-0.606540442378198,-1.1891978276008
"120","66c39523c807184f4582c50a",-0.68664830682943,-1.49111993635556,-1.48179071927629,-1.70452520520614,-1.04594861894,-1.56948111170202,-1.08888412159249,-1.59315796224122
"121","66c3f9c82a62ec48ab383e47",-1.13505625824111,-1.53684796124756,-1.57244710925985,-2.41915000312025,-1.39949370285288,-1.929639860058,-1.33595210974434,-1.99579855619005
"122","66c4f3cb14cbfc4db836bd4e",-1.76877670297691,-2.19841513900516,-2.50167757379436,-2.2186043940967,-2.09166084244031,-2.21250496458098,-1.98359592099104,-2.36014098394553
"123","66d7a4ca0fcf61aba9eb9328",-0.418514384357442,-0.456709686266911,-1.06556194431884,-2.52754206182827,-1.05194081650523,-2.45004676303737,-0.437612035312176,-1.79655200307356
"124","66e5cf7a11cb28aa31d19da8",-0.956762260386649,-1.08816419179937,-1.6726745553733,-1.70292110978778,-1.62761078024486,-1.43752067592605,-1.02246322609301,-1.68779783258054
"125","66ec318029fc5a15efe40c57",-0.546959344159141,-0.659777299310672,-0.926512009993311,-0.981406263349184,-0.764732664264524,-0.825612825253019,-0.603368321734906,-0.953959136671247
"126","66f8522292767238ed42ebbd",-0.701843051915882,-1.6994931987451,-1.12056949237806,-1.91749539586819,-1.0985711255634,-1.80970254705735,-1.20066812533049,-1.51903244412312
"127","66f9a40196d53f05f2232cff",-0.864078711267898,-1.5379660762431,-2.04915279681604,-2.47105977632263,-1.78000295734228,-1.949675838083,-1.2010223937555,-2.26010628656933
"128","67001b28a9974a03b6ffec54",-0.144955779635471,-0.695500858387534,-0.837075744138357,-0.682936347075372,-0.573454939461892,-0.622777643816837,-0.420228319011502,-0.760006045606864
"129","6701e7c8b53a034b66f93fd8",-1.10902313778001,-1.64033014132505,-1.24523012285783,-2.10558604336418,-1.15272100620402,-2.02486411367039,-1.37467663955253,-1.67540808311101
"130","6706af217ea3142dd07d1e83",-0.782459932222322,-0.843461849116736,-0.659340945734932,-0.848448584163051,-0.696525020395894,-0.827643176672258,-0.812960890669529,-0.753894764948992
"131","670ff2e18c2f93beac6a6a72",-0.76816721741522,-1.08405566610142,-1.85418420737487,-1.35035295293775,-1.3060319336735,-1.21406228723311,-0.926111441758322,-1.60226858015631
"132","67104c7deff954cb22438402",-0.685805686879836,-0.959870813466227,-1.31861898799207,-1.54874282995024,-1.24236570014823,-1.31135156046479,-0.822838250173031,-1.43368090897116
"133","6712fe1173dfa2bfa2d6294b",-1.65552808898286,-2.27680126443162,-1.87201758899891,-2.89036533690904,-1.76342763727234,-2.49770537615758,-1.96616467670724,-2.38119146295398
"134","67164c92298409e37c670b3d",-1.30965093126647,-1.41069958862349,-1.2325592636716,-1.80976227799436,-1.24964475663986,-1.60536299733848,-1.36017525994498,-1.52116077083298
