"","ID","negmusicICC","posmusicICC","negpicICC","pospicICC","allmusicICC","allpicICC"
"42","31978",-1.3053179972449,-1.1419406319321,-1.92458688657993,-2.36414012456266,-1.2236293145885,-2.1443635055713
"43","31981",-0.647307668343066,-0.724440744626057,-0.272397513798971,-1.60631291445748,-0.685874206484562,-0.939355214128224
"44","31984",-0.966650207182512,-1.15960626245898,-1.61076479345123,-1.91924300757883,-1.06312823482075,-1.76500390051503
"45","32266",-0.659726040981539,-0.37230079617953,-1.36299747759155,-1.00885036344729,-0.516013418580534,-1.18592392051942
"46","32275",-0.239049774703609,-0.611938412856303,-0.537121935415566,-0.648422575561846,-0.425494093779956,-0.592772255488706
"47","32299",-0.809046773431801,-1.45398233502854,-1.62678618845167,-2.15183140356541,-1.13151455423017,-1.88930879600854
"48","32332",-0.362281688396662,-0.546351562303229,-0.970569858316761,-0.845136396189503,-0.454316625349946,-0.907853127253132
"49","32362",-0.570117702350217,-0.832498743191782,-1.74126938521192,-1.65300101433063,-0.701308222771,-1.69713519977127
"50","32368",-0.8625592418119,-1.49195195776818,-1.48139859928176,-2.03172809493396,-1.17725559979004,-1.75656334710786
"51","32377",-1.06137897123595,-1.2129905068926,-1.25091823773304,-1.83864895123854,-1.13718473906428,-1.54478359448579
"52","32392",-0.36803611263849,-0.397542044061058,-0.881159534190445,-1.27569776694528,-0.382789078349774,-1.07842865056786
"53","32395",-1.03595043002258,-1.364569564974,-1.9404242964183,-2.98777412394202,-1.20025999749829,-2.46409921018016
"54","32449",-1.5561178248223,-1.30490992845049,-1.27821102917346,-1.4660358900343,-1.43051387663639,-1.37212345960388
"55","32551",-0.706453396614642,-1.08319121416202,-1.30867985774213,-1.52979850473068,-0.89482230538833,-1.41923918123641
"56","32569",0,-1.0302370338558,-0.429377402274809,-1.32655974073922,-0.515118516927902,-0.877968571507015
"57","32572",-1.2220585633819,-0.82241976443855,-1.7369953009251,-1.65557179462806,-1.02223916391022,-1.69628354777658
"58","32587",-0.447534540240581,-1.36776140469024,-1.61274062262697,-1.72898068815524,-0.90764797246541,-1.6708606553911
"59","32617",-0.932848302387738,-1.42669809045316,-1.74364335578735,-1.95126637041481,-1.17977319642045,-1.84745486310108
"60","32635",-0.898575786011203,-1.18731788260958,-1.26696480979019,-1.90875164025182,-1.04294683431039,-1.587858225021
"61","32791",-0.642424433443705,-0.992759805197545,-1.10791404573789,-2.27759782970114,-0.817592119320625,-1.69275593771951
"62","32848",-0.965580518885722,-1.45120958481967,-1.91057355349484,-2.42404671668308,-1.20839505185269,-2.16731013508896
"63","32854",-0.989297237983734,-1.49058187035711,-2.13018953955106,-2.47455089447964,-1.23993955417042,-2.30237021701535
"64","32875",-0.852905162827522,-1.39259385570405,-1.92205908307204,-2.49448396975434,-1.12274950926579,-2.20827152641319
"65","32884",-0.683513497391844,-1.17448060664532,-2.56491045894885,-0.970705127744793,-0.928997052018582,-1.76780779334682
"66","32920",-1.80657392538644,-1.37444080495759,-1.00684490174367,-1.07730810474623,-1.59050736517202,-1.04207650324495
"67","TEAM_YA_077",-1.71721468706887,-1.47401073880557,-1.79146295359943,-2.49116455383337,-1.59561271293722,-2.1413137537164
"68","TEAM_YA_080",-0.664669090491891,-1.47497307562483,-1.61727648060811,-1.75855623126367,-1.06982108305836,-1.68791635593589
"69","TEAM_YA_082",-0.552249381151616,-0.710095930951916,-0.906814326144288,-1.59335986100716,-0.631172656051766,-1.25008709357573
"70","TEAM_YA_083",-0.350353957091085,-1.10356879833487,-0.929374753949235,-1.32431228913937,-0.726961377712978,-1.1268435215443
"71","TEAM_YA_084",-1.32515349357183,-1.52226924578079,-1.36984642995663,-1.90196853275544,-1.42371136967631,-1.63590748135604
"72","TEAM_YA_085",-0.127323694157145,-0.575462050162732,-1.4795135873877,-1.66866858537543,-0.351392872159939,-1.57409108638156
