"","Participant.Public.ID","happy","satisfied","excited","joyful","relaxed","stim","condition"
"1","682c3f62f2680e9a67130379",21,60,11,10,20,"Ferret 1.jpg","pic"
"2","682c3f62f2680e9a67130379",73,42,44,48,38,"Dirt 1.jpg","pic"
"3","682c3f62f2680e9a67130379",8,12,19,8,11,"Fire 10.jpg","pic"
"4","682c3f62f2680e9a67130379",92,94,100,100,100,"Clean 1.jpg","pic"
"5","682c3f62f2680e9a67130379",85,100,93,100,100,"Snow 1.jpg","pic"
"6","682c3f62f2680e9a67130379",9,38,15,11,21,"Flood 1.jpg","pic"
"7","682c3f62f2680e9a67130379",66,46,51,61,47,"Prison 2.jpg","pic"
"8","682c3f62f2680e9a67130379",83,100,94,100,96,"Heart 3.jpg","pic"
"9","682c3f62f2680e9a67130379",75,69,86,89,69,"Rocks 1.jpg","pic"
"10","682c3f62f2680e9a67130379",99,100,100,100,100,"Rainbow 2.jpg","pic"
"11","682c3f62f2680e9a67130379",95,98,100,98,100,"Fireworks 6.jpg","pic"
"12","682c3f62f2680e9a67130379",100,100,89,100,89,"Destruction 2.jpg","pic"
"13","682c3f62f2680e9a67130379",26,25,22,14,27,"Garbage dump 1.jpg","pic"
"14","682c3f62f2680e9a67130379",98,100,100,100,100,"Lake 12.jpg","pic"
"15","682c3f62f2680e9a67130379",5,0,0,0,3,"Toilet 4.jpg","pic"
"16","682c3f62f2680e9a67130379",97,98,98,92,97,"Beach 1.jpg","pic"
"17","62a889993e01c9e01ee7066e",60,55,15,15,70,"Beach 1.jpg","pic"
"18","62a889993e01c9e01ee7066e",0,10,0,0,10,"Snow 1.jpg","pic"
"19","62a889993e01c9e01ee7066e",0,15,0,0,20,"Dirt 1.jpg","pic"
"20","62a889993e01c9e01ee7066e",80,90,20,20,80,"Lake 12.jpg","pic"
"21","62a889993e01c9e01ee7066e",0,0,0,0,0,"Destruction 2.jpg","pic"
"22","62a889993e01c9e01ee7066e",0,0,0,0,0,"Fire 10.jpg","pic"
"23","62a889993e01c9e01ee7066e",25,50,0,35,65,"Rainbow 2.jpg","pic"
"24","62a889993e01c9e01ee7066e",15,5,0,0,15,"Clean 1.jpg","pic"
"25","62a889993e01c9e01ee7066e",45,50,25,40,20,"Fireworks 6.jpg","pic"
"26","62a889993e01c9e01ee7066e",10,20,0,0,0,"Rocks 1.jpg","pic"
"27","62a889993e01c9e01ee7066e",0,0,0,0,0,"Flood 1.jpg","pic"
"28","62a889993e01c9e01ee7066e",0,0,0,0,0,"Ferret 1.jpg","pic"
"29","62a889993e01c9e01ee7066e",15,20,0,5,20,"Prison 2.jpg","pic"
"30","62a889993e01c9e01ee7066e",0,0,0,0,0,"Toilet 4.jpg","pic"
"31","62a889993e01c9e01ee7066e",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"32","62a889993e01c9e01ee7066e",30,65,0,20,50,"Heart 3.jpg","pic"
"33","66f9a40196d53f05f2232cff",30,30,30,30,40,"Heart 3.jpg","pic"
"34","66f9a40196d53f05f2232cff",0,0,0,0,10,"Flood 1.jpg","pic"
"35","66f9a40196d53f05f2232cff",0,0,0,3,0,"Prison 2.jpg","pic"
"36","66f9a40196d53f05f2232cff",0,0,0,0,0,"Toilet 4.jpg","pic"
"37","66f9a40196d53f05f2232cff",90,90,85,90,95,"Beach 1.jpg","pic"
"38","66f9a40196d53f05f2232cff",0,0,0,0,0,"Ferret 1.jpg","pic"
"39","66f9a40196d53f05f2232cff",80,65,70,80,60,"Rainbow 2.jpg","pic"
"40","66f9a40196d53f05f2232cff",80,60,80,85,85,"Lake 12.jpg","pic"
"41","66f9a40196d53f05f2232cff",10,10,0,10,10,"Snow 1.jpg","pic"
"42","66f9a40196d53f05f2232cff",0,0,0,0,0,"Destruction 2.jpg","pic"
"43","66f9a40196d53f05f2232cff",60,64,50,60,70,"Rocks 1.jpg","pic"
"44","66f9a40196d53f05f2232cff",50,80,50,35,80,"Clean 1.jpg","pic"
"45","66f9a40196d53f05f2232cff",0,0,0,0,0,"Dirt 1.jpg","pic"
"46","66f9a40196d53f05f2232cff",0,30,0,0,30,"Garbage dump 1.jpg","pic"
"47","66f9a40196d53f05f2232cff",0,0,0,0,0,"Fire 10.jpg","pic"
"48","66f9a40196d53f05f2232cff",60,60,75,60,30,"Fireworks 6.jpg","pic"
"49","62d43cee3d60ac98c1dcacc8",100,100,100,100,100,"Beach 1.jpg","pic"
"50","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Destruction 2.jpg","pic"
"51","62d43cee3d60ac98c1dcacc8",80,75,70,80,85,"Clean 1.jpg","pic"
"52","62d43cee3d60ac98c1dcacc8",60,55,55,60,65,"Lake 12.jpg","pic"
"53","62d43cee3d60ac98c1dcacc8",100,100,80,100,100,"Heart 3.jpg","pic"
"54","62d43cee3d60ac98c1dcacc8",100,100,100,100,100,"Rainbow 2.jpg","pic"
"55","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Dirt 1.jpg","pic"
"56","62d43cee3d60ac98c1dcacc8",80,80,70,75,75,"Rocks 1.jpg","pic"
"57","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Toilet 4.jpg","pic"
"58","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Ferret 1.jpg","pic"
"59","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Garbage dump 1.jpg","pic"
"60","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Prison 2.jpg","pic"
"61","62d43cee3d60ac98c1dcacc8",80,75,75,80,70,"Fireworks 6.jpg","pic"
"62","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Snow 1.jpg","pic"
"63","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Fire 10.jpg","pic"
"64","62d43cee3d60ac98c1dcacc8",0,0,0,0,0,"Flood 1.jpg","pic"
"65","597761dfd5ddf60001d14b20",46,29,0,1,100,"Rocks 1.jpg","pic"
"66","597761dfd5ddf60001d14b20",1,0,0,0,0,"Flood 1.jpg","pic"
"67","597761dfd5ddf60001d14b20",100,100,100,100,15,"Fireworks 6.jpg","pic"
"68","597761dfd5ddf60001d14b20",0,0,0,0,0,"Destruction 2.jpg","pic"
"69","597761dfd5ddf60001d14b20",0,0,0,0,0,"Prison 2.jpg","pic"
"70","597761dfd5ddf60001d14b20",0,0,0,0,100,"Clean 1.jpg","pic"
"71","597761dfd5ddf60001d14b20",0,0,25,0,0,"Snow 1.jpg","pic"
"72","597761dfd5ddf60001d14b20",100,100,100,100,100,"Rainbow 2.jpg","pic"
"73","597761dfd5ddf60001d14b20",100,100,90,100,100,"Beach 1.jpg","pic"
"74","597761dfd5ddf60001d14b20",0,0,0,0,65,"Dirt 1.jpg","pic"
"75","597761dfd5ddf60001d14b20",0,0,0,0,0,"Fire 10.jpg","pic"
"76","597761dfd5ddf60001d14b20",0,0,0,0,80,"Garbage dump 1.jpg","pic"
"77","597761dfd5ddf60001d14b20",50,65,0,0,70,"Heart 3.jpg","pic"
"78","597761dfd5ddf60001d14b20",0,0,0,0,0,"Ferret 1.jpg","pic"
"79","597761dfd5ddf60001d14b20",75,75,0,0,60,"Toilet 4.jpg","pic"
"80","597761dfd5ddf60001d14b20",100,100,50,100,100,"Lake 12.jpg","pic"
"81","60dfa0f80964725cfdab1685",79,77,23,80,100,"Rainbow 2.jpg","pic"
"82","60dfa0f80964725cfdab1685",0,0,0,0,0,"Fire 10.jpg","pic"
"83","60dfa0f80964725cfdab1685",0,0,0,0,0,"Destruction 2.jpg","pic"
"84","60dfa0f80964725cfdab1685",0,0,0,0,0,"Ferret 1.jpg","pic"
"85","60dfa0f80964725cfdab1685",100,100,0,70,100,"Rocks 1.jpg","pic"
"86","60dfa0f80964725cfdab1685",0,0,0,0,0,"Snow 1.jpg","pic"
"87","60dfa0f80964725cfdab1685",0,0,0,0,0,"Prison 2.jpg","pic"
"88","60dfa0f80964725cfdab1685",0,0,0,0,0,"Toilet 4.jpg","pic"
"89","60dfa0f80964725cfdab1685",60,100,0,54,100,"Clean 1.jpg","pic"
