Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: randomise_block,Spreadsheet: emotion_rating,Spreadsheet: randomise_trial,Spreadsheet: emotion,Spreadsheet: Audio,Spreadsheet: angry_rating,Spreadsheet: disgusted_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: proud_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: satisfied_rating,Manipulation: Spreadsheet
133,1721064421240,15/07/2024 17:27:01,1721050021240,-4,15/07/2024 09:27:01,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Disgusted Slider,13,object-129,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
134,1721064421241,15/07/2024 17:27:01,1721050021241,-4,15/07/2024 09:27:01,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Sad Slider,15,object-131,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
135,1721064421241,15/07/2024 17:27:01,1721050021241,-4,15/07/2024 09:27:01,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Proud Slider,17,object-133,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
136,1721064421241,15/07/2024 17:27:01,1721050021241,-4,15/07/2024 09:27:01,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Scared Slider,19,object-135,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
137,1721064421242,15/07/2024 17:27:01,1721050021242,-4,15/07/2024 09:27:01,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,info,,16.70000000001164,0,16.70000000001164,16.70000000001164,0,16.70000000001164,1,16.70000000001164,0,0,,Slider,Joyful Slider,21,object-137,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
138,1721064453885,15/07/2024 17:27:33,1721050053885,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,continue,,32683.599999999948,32666.99999999997,32683.599999999948,32683.599999999948,32666.99999999997,32683.599999999948,1,32683.599999999948,0,0,,Click To Continue,Continue,22,object-108,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
139,1721064453898,15/07/2024 17:27:33,1721050053898,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,5,3100.100000000006,32666.99999999997,32683.599999999948,3100.100000000006,32666.99999999997,32683.599999999948,1,3100.100000000006,29583.49999999994,0,,Slider,Anxious Slider,3,object-107,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
140,1721064453899,15/07/2024 17:27:33,1721050053899,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,62,5866.6999999999825,32666.99999999997,32683.599999999948,5866.6999999999825,32666.99999999997,32683.599999999948,1,5866.6999999999825,26816.899999999965,0,,Slider,Satisfied Slider,5,object-111,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
141,1721064453901,15/07/2024 17:27:33,1721050053901,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,2,9466.699999999983,32666.99999999997,32683.599999999948,9466.699999999983,32666.99999999997,32683.599999999948,1,9466.699999999983,23216.899999999965,0,,Slider,Angry Slider,7,object-114,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
142,1721064453903,15/07/2024 17:27:33,1721050053903,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,11,7699.999999999971,32666.99999999997,32683.599999999948,7699.999999999971,32666.99999999997,32683.599999999948,1,7699.999999999971,24983.599999999977,0,,Slider,Excited Slider,9,object-115,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
143,1721064453904,15/07/2024 17:27:33,1721050053904,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,65,14350.100000000006,32666.99999999997,32683.599999999948,14350.100000000006,32666.99999999997,32683.599999999948,1,14350.100000000006,18333.49999999994,0,,Slider,Happy Slider,11,object-144,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
144,1721064453906,15/07/2024 17:27:33,1721050053906,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,6,19716.899999999994,32666.99999999997,32683.599999999948,19716.899999999994,32666.99999999997,32683.599999999948,1,19716.899999999994,12966.699999999953,0,,Slider,Disgusted Slider,13,object-129,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
145,1721064453907,15/07/2024 17:27:33,1721050053907,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,31,21833.600000000006,32666.99999999997,32683.599999999948,21833.600000000006,32666.99999999997,32683.599999999948,1,21833.600000000006,10849.999999999942,0,,Slider,Sad Slider,15,object-131,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
146,1721064453909,15/07/2024 17:27:33,1721050053909,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,12,18200.199999999983,32666.99999999997,32683.599999999948,18200.199999999983,32666.99999999997,32683.599999999948,1,18200.199999999983,14483.399999999965,0,,Slider,Proud Slider,17,object-133,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
147,1721064453910,15/07/2024 17:27:33,1721050053910,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,8,25216.99999999997,32666.99999999997,32683.599999999948,25216.99999999997,32666.99999999997,32683.599999999948,1,25216.99999999997,7466.599999999977,0,,Slider,Scared Slider,19,object-135,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
148,1721064453911,15/07/2024 17:27:33,1721050053911,-4,15/07/2024 09:27:33,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,5,Ratings,Rating 1,j64n3q,1,response,26,17066.800000000017,32666.99999999997,32683.599999999948,17066.800000000017,32666.99999999997,32683.599999999948,1,17066.800000000017,15616.79999999993,0,,Slider,Joyful Slider,21,object-137,Ratings,,34,,,,5_pieceB_calm_sad_anxious_7.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
149,1721064456835,15/07/2024 17:27:36,1721050056835,-4,15/07/2024 09:27:36,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Fixation_Music,Screen 1,9dr1nk,1,continue,,2966.9000000000233,2966.9000000000233,2966.9000000000233,2966.9000000000233,2966.9000000000233,2966.9000000000233,1,2966.9000000000233,0,0,,Fixation Timing,Fixation Cross,1,object-99,Fixation_Music,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,,,,,,,,,,,
150,1721064456840,15/07/2024 17:27:36,1721050056840,-4,15/07/2024 09:27:36,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Fixation_Music,Screen 2,kaqnbx,2,info,audio started,0,0,0,6,0,6,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,,,,,,,,,,,
151,1721064464834,15/07/2024 17:27:44,1721050064834,-4,15/07/2024 09:27:44,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Fixation_Music,Screen 2,kaqnbx,2,timedOut,,0,0,0,8000.399999991059,7999.799999999988,8000.399999991059,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Music,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,,,,,,,,,,,
152,1721064465241,15/07/2024 17:27:45,1721050065241,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Fixation_Music,Screen 2,kaqnbx,2,info,audio finished,0,0,0,8406.89999999106,8399.900000000023,8406.89999999106,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,,,,,,,,,,,
153,1721064465241,15/07/2024 17:27:45,1721050065241,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,2,Fixation_Music,Screen 2,kaqnbx,2,continue,,0,0,0,8407.09999999404,8399.900000000023,8407.09999999404,1,0,0,0,,Audio Clip,Audio,1,object-104,Fixation_Music,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,,,,,,,,,,,
154,1721064465262,15/07/2024 17:27:45,1721050065262,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Anxious Slider,3,object-107,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
155,1721064465262,15/07/2024 17:27:45,1721050065262,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Satisfied Slider,5,object-111,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
156,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Angry Slider,7,object-114,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
157,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Excited Slider,9,object-115,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
158,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Happy Slider,11,object-144,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
159,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Disgusted Slider,13,object-129,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
160,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Sad Slider,15,object-131,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
161,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Proud Slider,17,object-133,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
162,1721064465263,15/07/2024 17:27:45,1721050065263,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Scared Slider,19,object-135,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
163,1721064465264,15/07/2024 17:27:45,1721050065264,-4,15/07/2024 09:27:45,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,info,,16.800000000046566,0,16.800000000046566,16.800000000046566,0,16.800000000046566,1,16.800000000046566,0,0,,Slider,Joyful Slider,21,object-137,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
164,1721064488892,15/07/2024 17:28:08,1721050088892,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,continue,,23657.799999988056,23650.29999999999,23657.799999988056,23657.799999988056,23650.29999999999,23657.799999988056,1,23657.799999988056,0,0,,Click To Continue,Continue,22,object-108,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
165,1721064488901,15/07/2024 17:28:08,1721050088901,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,27,2766.7999999999884,23650.29999999999,23666.599999999977,2766.7999999999884,23650.29999999999,23666.599999999977,1,2766.7999999999884,20899.79999999999,0,,Slider,Anxious Slider,3,object-107,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
166,1721064488901,15/07/2024 17:28:08,1721050088901,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,87,4866.699999999953,23650.29999999999,23666.899999996996,4866.699999999953,23650.29999999999,23666.899999996996,1,4866.699999999953,18800.199999997043,0,,Slider,Satisfied Slider,5,object-111,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
167,1721064488902,15/07/2024 17:28:08,1721050088902,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,8,17400.29999999999,23650.29999999999,23667.099999999977,17400.29999999999,23650.29999999999,23667.099999999977,1,17400.29999999999,6266.799999999988,0,,Slider,Angry Slider,7,object-114,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
168,1721064488902,15/07/2024 17:28:08,1721050088902,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,87,7650,23650.29999999999,23667.099999999977,7650,23650.29999999999,23667.099999999977,1,7650,16017.099999999977,0,,Slider,Excited Slider,9,object-115,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
169,1721064488902,15/07/2024 17:28:08,1721050088902,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,71,13616.799999999988,23650.29999999999,23667.099999999977,13616.799999999988,23650.29999999999,23667.099999999977,1,13616.799999999988,10050.299999999988,0,,Slider,Happy Slider,11,object-144,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
170,1721064488903,15/07/2024 17:28:08,1721050088903,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,13,19900.399999999965,23650.29999999999,23667.099999999977,19900.399999999965,23650.29999999999,23667.099999999977,1,19900.399999999965,3766.7000000000116,0,,Slider,Disgusted Slider,13,object-129,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
171,1721064488903,15/07/2024 17:28:08,1721050088903,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,16,12066.799999999988,23650.29999999999,23667.099999999977,12066.799999999988,23650.29999999999,23667.099999999977,1,12066.799999999988,11600.299999999988,0,,Slider,Sad Slider,15,object-131,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
172,1721064488904,15/07/2024 17:28:08,1721050088904,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,12,21650.199999999953,23650.29999999999,23667.099999999977,21650.199999999953,23650.29999999999,23667.099999999977,1,21650.199999999953,2016.9000000000233,0,,Slider,Proud Slider,17,object-133,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
173,1721064488905,15/07/2024 17:28:08,1721050088905,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,6,15150.199999999953,23650.29999999999,23667.099999999977,15150.199999999953,23650.29999999999,23667.099999999977,1,15150.199999999953,8516.900000000023,0,,Slider,Scared Slider,19,object-135,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
174,1721064488906,15/07/2024 17:28:08,1721050088906,-4,15/07/2024 09:28:08,169297,9,task-6dig,,38981793,TEAM_YA_031,11429980,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 126.0.0.0,1536x864,1536x738,,,0,rating-task,9,Spreadsheet,Spreadsheet,6,Ratings,Rating 1,j64n3q,1,response,83,9450.599999999977,23650.29999999999,23667.099999999977,9450.599999999977,23650.29999999999,23667.099999999977,1,9450.599999999977,14216.5,0,,Slider,Joyful Slider,21,object-137,Ratings,,39,,,,7_pieceB_joyous_anxious_sad_5.mp3,angry,disgusted,scared,sad,anxious,happy,proud,excited,joyful,satisfied,
