Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,3
3,1766166423270,19/12/2025 17:47:03,1766166422489,-5,19/12/2025 12:47:02,169297,29,task-quo2,,51535442,67104c7deff954cb22438402,14784545,,complete,,69458e172656edfba0d774c1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,8122.700000047684,,,yes,1,1,,,,,,,Intro,NaN
4,1766166424277,19/12/2025 17:47:04,1766166423484,-5,19/12/2025 12:47:03,169297,29,task-quo2,,51535442,67104c7deff954cb22438402,14784545,,complete,,69458e172656edfba0d774c1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999,,,,0,0,,,,1,,,Intro,NaN
5,1766166434965,19/12/2025 17:47:14,1766166434093,-5,19/12/2025 12:47:14,169297,29,task-quo2,,51535442,67104c7deff954cb22438402,14784545,,complete,,69458e172656edfba0d774c1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,10568.099999964237,,,,0,0,,,,,,,end,NaN
6,1766166435085,19/12/2025 17:47:15,1766166434108,-5,19/12/2025 12:47:14,169297,29,task-quo2,,51535442,67104c7deff954cb22438402,14784545,,complete,,69458e172656edfba0d774c1,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,26880,,,,,,,,,,,,,NaN
1,1766166105315,19/12/2025 17:41:45,1766166101155,-6,19/12/2025 11:41:41,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x703,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166158853,19/12/2025 17:42:38,1766166154607,-6,19/12/2025 11:42:34,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x651,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,45353.90000009537,,,,0,0,,,,,,,Intro,NaN
3,1766166165939,19/12/2025 17:42:45,1766166161680,-6,19/12/2025 11:42:41,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x651,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,7064.199999809265,,,yes,1,1,,,,,,,Intro,NaN
4,1766166166820,19/12/2025 17:42:46,1766166162673,-6,19/12/2025 11:42:42,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x651,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.1999999999971,,,,0,0,,,,1,,,Intro,NaN
5,1766166172368,19/12/2025 17:42:52,1766166168238,-6,19/12/2025 11:42:48,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x703,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4092.9000000953674,,,,0,0,,,,,,,end,NaN
6,1766166172739,19/12/2025 17:42:52,1766166168251,-6,19/12/2025 11:42:48,169297,29,task-quo2,,51534988,671acd4b14ebfd595a8b6c09,14784546,,complete,,69458de85114c1f960cca175,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1920x1080,1536x703,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,67097,,,,,,,,,,,,,NaN
1,1766166106700,19/12/2025 17:41:46,1766166106620,-5,19/12/2025 12:41:46,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166120597,19/12/2025 17:42:00,1766166120552,-5,19/12/2025 12:42:00,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,12571.699999999255,,,,0,0,,,,,,,Intro,NaN
3,1766166126113,19/12/2025 17:42:06,1766166126072,-5,19/12/2025 12:42:06,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,5512.300000000745,,,yes,1,1,,,,,,,Intro,NaN
4,1766166127114,19/12/2025 17:42:07,1766166127063,-5,19/12/2025 12:42:07,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.2000000000007,,,,0,0,,,,1,,,Intro,NaN
5,1766166130990,19/12/2025 17:42:10,1766166130954,-5,19/12/2025 12:42:10,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3850,,,,0,0,,,,,,,end,NaN
6,1766166131152,19/12/2025 17:42:11,1766166130960,-5,19/12/2025 12:42:10,169297,29,task-quo2,,51535000,5e42f74f5b772a18434cabf7,14784547,,complete,,69458e1c7c7f5d1689a7c80c,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,END TASK,,,,,24340,,,,,,,,,,,,,NaN
1,1766166078739,19/12/2025 17:41:18,1766166077968,-5,19/12/2025 12:41:17,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166097841,19/12/2025 17:41:37,1766166097139,-5,19/12/2025 12:41:37,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,18569.799999999814,,,,0,0,,,,,,,Intro,NaN
3,1766166101159,19/12/2025 17:41:41,1766166100452,-5,19/12/2025 12:41:40,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,3276.7000000001863,,,yes,1,1,,,,,,,Intro,NaN
4,1766166102133,19/12/2025 17:41:42,1766166101437,-5,19/12/2025 12:41:41,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766166107362,19/12/2025 17:41:47,1766166106667,-5,19/12/2025 12:41:46,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5199.200000000186,,,,0,0,,,,,,,end,NaN
6,1766166107477,19/12/2025 17:41:47,1766166106673,-5,19/12/2025 12:41:46,169297,29,task-quo2,,51534965,63026053812fe400f2929701,14784549,,complete,,69458e2de87b27939b93e16a,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,28706,,,,,,,,,,,,,NaN
1,1766166145156,19/12/2025 17:42:25,1766166144563,-6,19/12/2025 11:42:24,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166155277,19/12/2025 17:42:35,1766166154720,-6,19/12/2025 11:42:34,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,,,,,,LOADING DELAY,,,A loading delay of more than 10s was detected.,,,,,,,,,,NaN
3,1766166279584,19/12/2025 17:44:39,1766166278952,-6,19/12/2025 11:44:38,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,104897.89999961853,,,,0,0,,,,,,,Intro,NaN
4,1766166290176,19/12/2025 17:44:50,1766166289618,-6,19/12/2025 11:44:49,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,10611.5,,,yes,1,1,,,,,,,Intro,NaN
5,1766166291157,19/12/2025 17:44:51,1766166290611,-6,19/12/2025 11:44:50,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
6,1766166296522,19/12/2025 17:44:56,1766166295974,-6,19/12/2025 11:44:55,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,5281.299999237061,,,,0,0,,,,,,,end,NaN
7,1766166296875,19/12/2025 17:44:56,1766166295977,-6,19/12/2025 11:44:55,169297,29,task-quo2,,51535052,674c9df1e01bfe1baae76974,14784550,,complete,,69458e2fec5dee77dff78a25,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1536x864,1536x695,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,151415,,,,,,,,,,,,,NaN
1,1766166123287,19/12/2025 17:42:03,1766166123167,-6,19/12/2025 11:42:03,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166132768,19/12/2025 17:42:12,1766166132654,-6,19/12/2025 11:42:12,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,9011.29999999702,,,,0,0,,,,,,,Intro,NaN
3,1766166136143,19/12/2025 17:42:16,1766166136028,-6,19/12/2025 11:42:16,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,3362.39999999851,,,yes,1,1,,,,,,,Intro,NaN
4,1766166137125,19/12/2025 17:42:17,1766166137025,-6,19/12/2025 11:42:17,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766166140827,19/12/2025 17:42:20,1766166140732,-6,19/12/2025 11:42:20,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3457,,,,0,0,,,,,,,end,NaN
6,1766166141024,19/12/2025 17:42:21,1766166140742,-6,19/12/2025 11:42:20,169297,29,task-quo2,,51535024,5ef3e3c01ece121907ee721a,14784551,,complete,,69458e18e5088e5640f3b884,computer,Desktop or Laptop,Mac OS 10.15.7,Edge 143.0.0.0,1710x1107,1702x987,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,17575,,,,,,,,,,,,,NaN
1,1766166179953,19/12/2025 17:42:59,1766166179425,-5,19/12/2025 12:42:59,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166375683,19/12/2025 17:46:15,1766166373593,-5,19/12/2025 12:46:13,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,187292,,,,0,0,,,,,,,Intro,NaN
3,1766166380274,19/12/2025 17:46:20,1766166379629,-5,19/12/2025 12:46:19,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,6007.600000143051,,,yes,1,1,,,,,,,Intro,NaN
4,1766166381273,19/12/2025 17:46:21,1766166380625,-5,19/12/2025 12:46:20,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000,,,,0,0,,,,1,,,Intro,NaN
5,1766166393056,19/12/2025 17:46:33,1766166392387,-5,19/12/2025 12:46:32,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,9923.399999856949,,,,0,0,,,,,,,end,NaN
6,1766166393385,19/12/2025 17:46:33,1766166392394,-5,19/12/2025 12:46:32,169297,29,task-quo2,,51535112,66699f85a69c5a20e26d0446,14784558,,complete,,69458e5ee29dd0a3e44e07b5,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1366x768,1821x844,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,212969,,,,,,,,,,,,,NaN
1,1766166151372,19/12/2025 17:42:31,1766166150960,-7,19/12/2025 10:42:30,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166190275,19/12/2025 17:43:10,1766166189868,-7,19/12/2025 10:43:09,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,37894.800000000745,,,,0,0,,,,,,,Intro,NaN
3,1766166192709,19/12/2025 17:43:12,1766166192352,-7,19/12/2025 10:43:12,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,2443.2000000011176,,,yes,1,1,,,,,,,Intro,NaN
4,1766166193759,19/12/2025 17:43:13,1766166193340,-7,19/12/2025 10:43:13,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,999.9000000000015,,,,0,0,,,,1,,,Intro,NaN
5,1766166196274,19/12/2025 17:43:16,1766166195529,-7,19/12/2025 10:43:15,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1949.199999999255,,,,0,0,,,,,,,end,NaN
6,1766166196443,19/12/2025 17:43:16,1766166195537,-7,19/12/2025 10:43:15,169297,29,task-quo2,,51535065,60bff9298f56d55c8ecd9adf,14784559,,complete,,69458dde7bc81fc08aa8c16e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x945,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,44578,,,,,,,,,,,,,NaN
1,1766166151252,19/12/2025 17:42:31,1766166150814,-5,19/12/2025 12:42:30,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766166166033,19/12/2025 17:42:46,1766166165930,-5,19/12/2025 12:42:45,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,14259.799999952316,,,,0,0,,,,,,,Intro,NaN
3,1766166167902,19/12/2025 17:42:47,1766166167762,-5,19/12/2025 12:42:47,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,1821.6000000238419,,,yes,1,1,,,,,,,Intro,NaN
4,1766166168925,19/12/2025 17:42:48,1766166168743,-5,19/12/2025 12:42:48,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,998.9000000000015,,,,0,0,,,,1,,,Intro,NaN
5,1766166170839,19/12/2025 17:42:50,1766166170697,-5,19/12/2025 12:42:50,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1702.6000000238419,,,,0,0,,,,,,,end,NaN
6,1766166170940,19/12/2025 17:42:50,1766166170707,-5,19/12/2025 12:42:50,169297,29,task-quo2,,51535067,5f6b8930b9d9530b1b065360,14784560,,complete,,69458e464107eb1c196feae4,computer,Desktop or Laptop,Windows 10,Edge 143.0.0.0,1600x900,1592x768,,,,Task: Browser sound check,2,Incorrect~Correct,Spreadsheet1,,,,END TASK,,,,,19893,,,,,,,,,,,,,NaN
1,1766168723771,19/12/2025 18:25:23,1766168723165,-5,19/12/2025 13:25:23,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
2,1766168744843,19/12/2025 18:25:44,1766168744277,-5,19/12/2025 13:25:44,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,1,Screen 3,advancementZone,continue_button,17783,,,,0,0,,,,,,,Intro,NaN
3,1766168774314,19/12/2025 18:26:14,1766168773761,-5,19/12/2025 13:26:13,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,2,Screen 4,buttonA,response_button_text,29471.10000038147,,,yes,1,1,,,,,,,Intro,NaN
4,1766168775321,19/12/2025 18:26:15,1766168774757,-5,19/12/2025 13:26:14,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,1,1,4,continue,Zone2,timelimit_screen,1000.0999999999985,,,,0,0,,,,1,,,Intro,NaN
5,1766168777815,19/12/2025 18:26:17,1766168777266,-5,19/12/2025 13:26:17,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2029.3000011444092,,,,0,0,,,,,,,end,NaN
6,1766168778162,19/12/2025 18:26:18,1766168777276,-5,19/12/2025 13:26:17,169297,29,task-quo2,,51537833,6754212bee2fa6f30842fb86,14784561,,complete,,69458e73b78254200f9d846c,computer,Desktop or Laptop,Windows 10,Chrome 141.0.0.0,1536x864,1536x730,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,END TASK,,,,,54112,,,,,,,,,,,,,NaN
1,1766166172199,19/12/2025 17:42:52,1766166174318,-5,19/12/2025 12:42:54,169297,29,task-quo2,,51535101,5d697ea28572fc000126b779,14784564,,complete,,69458e7765f5b358ef2317ed,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x633,,,,Task: Browser sound check,2,Correct,Spreadsheet1,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,NaN
