"","song","song.1","second","valence_raw","arousal_raw","valence_filt","arousal_filt","euclidean_dist_mean","start_time"
"1597","stimuli/5_pieceB_calm_sad_anxious",157,78.5,-0.037922703,-0.053689672,-0.033574466,-0.058852501,0.000985604,NA
"1598","stimuli/5_pieceB_calm_sad_anxious",158,79,-0.038028159,-0.052880553,-0.032891365,-0.058142017,0.001378659,NA
"1599","stimuli/5_pieceB_calm_sad_anxious",159,79.5,-0.037785252,-0.051942298,-0.031720341,-0.057414415,0.002268669,NA
"1600","stimuli/5_pieceB_calm_sad_anxious",160,80,-0.038543073,-0.050829958,-0.029554225,-0.056740026,0.001602455,NA
"1601","stimuli/5_pieceB_calm_sad_anxious",161,80.5,-0.039117087,-0.05102712,-0.028133576,-0.055998664,0.001864507,NA
"1602","stimuli/5_pieceB_calm_sad_anxious",162,81,-0.041200584,-0.050279953,-0.026455891,-0.055185178,0.002051849,NA
"1603","stimuli/5_pieceB_calm_sad_anxious",163,81.5,-0.040673708,-0.04834344,-0.024592697,-0.054325763,0.002184208,NA
"1604","stimuli/5_pieceB_calm_sad_anxious",164,82,-0.018211985,-0.046782345,-0.022625759,-0.053376068,0.002171916,NA
"1605","stimuli/5_pieceB_calm_sad_anxious",165,82.5,-0.018566841,-0.046643676,-0.020664136,-0.05244373,0.002148217,NA
"1606","stimuli/5_pieceB_calm_sad_anxious",166,83,-0.018524116,-0.047040533,-0.018713932,-0.051542874,0.002130313,NA
"1607","stimuli/5_pieceB_calm_sad_anxious",167,83.5,-0.015033129,-0.044513305,-0.016810493,-0.050586238,0.001989671,NA
"1608","stimuli/5_pieceB_calm_sad_anxious",168,84,-0.012914211,-0.045396269,-0.015043142,-0.049672312,0.00176237,NA
"1609","stimuli/5_pieceB_calm_sad_anxious",169,84.5,-0.012914703,-0.045518769,-0.013479729,-0.04885887,0.001531002,NA
"1610","stimuli/5_pieceB_calm_sad_anxious",170,85,-0.01340443,-0.044757928,-0.012115347,-0.048164298,0.001277007,NA
"1611","stimuli/5_pieceB_calm_sad_anxious",171,85.5,-0.013477445,-0.043037615,-0.010972385,-0.047594751,0.001084899,NA
"1612","stimuli/5_pieceB_calm_sad_anxious",172,86,-0.013585488,-0.042070284,-0.009959436,-0.04720624,0.000818192,NA
"1613","stimuli/5_pieceB_calm_sad_anxious",173,86.5,-0.013116082,-0.041793933,-0.009202976,-0.046894461,0.000529609,NA
"1614","stimuli/5_pieceB_calm_sad_anxious",174,87,-0.013410999,-0.040628298,-0.008746486,-0.046625941,0.000307583,NA
"1615","stimuli/5_pieceB_calm_sad_anxious",175,87.5,-0.013343259,-0.03994188,-0.00855573,-0.046384654,0.001151852,NA
"1616","stimuli/5_pieceB_calm_sad_anxious",176,88,-0.010864258,-0.044312117,-0.009688321,-0.046174893,0.000809732,NA
"1617","stimuli/5_pieceB_calm_sad_anxious",177,88.5,-0.010277524,-0.044072115,-0.010478834,-0.045999521,0.001078432,NA
"1618","stimuli/5_pieceB_calm_sad_anxious",178,89,-0.00983253,-0.043366198,-0.011549004,-0.045866288,0.001308538,NA
"1619","stimuli/5_pieceB_calm_sad_anxious",179,89.5,-0.009196503,-0.044540706,-0.012848157,-0.045709848,0.001546101,NA
"1620","stimuli/5_pieceB_calm_sad_anxious",180,90,-0.009210553,-0.044444813,-0.014389576,-0.045589616,0.001746518,NA
"1621","stimuli/5_pieceB_calm_sad_anxious",181,90.5,-0.009049116,-0.043944217,-0.016135709,-0.045552966,0.001871874,NA
"1622","stimuli/5_pieceB_calm_sad_anxious",182,91,-0.009878994,-0.043464133,-0.018007536,-0.045539689,0.00204263,NA
"1623","stimuli/5_pieceB_calm_sad_anxious",183,91.5,-0.032380842,-0.043690665,-0.020050106,-0.045523971,0.002084969,NA
"1624","stimuli/5_pieceB_calm_sad_anxious",184,92,-0.032797353,-0.045436222,-0.022134322,-0.045467936,0.002060159,NA
"1625","stimuli/5_pieceB_calm_sad_anxious",185,92.5,-0.010754038,-0.048636565,-0.024193615,-0.045408199,0.001941725,NA
"1626","stimuli/5_pieceB_calm_sad_anxious",186,93,-0.033490579,-0.048115871,-0.026135267,-0.045391324,0.001751516,NA
"1627","stimuli/5_pieceB_calm_sad_anxious",187,93.5,-0.033307472,-0.047956481,-0.027883816,-0.045289417,0.001382051,NA
"1628","stimuli/5_pieceB_calm_sad_anxious",188,94,-0.0330266,-0.048161747,-0.029252241,-0.045095824,0.000945326,NA
"1629","stimuli/5_pieceB_calm_sad_anxious",189,94.5,-0.033250241,-0.047379185,-0.0301718,-0.044876617,0.00147348,NA
"1630","stimuli/5_pieceB_calm_sad_anxious",190,95,-0.034258691,-0.046609397,-0.031625632,-0.044636791,0.001337712,NA
"1631","stimuli/5_pieceB_calm_sad_anxious",191,95.5,-0.034337321,-0.045817175,-0.032923842,-0.044314109,0.001218128,NA
"1632","stimuli/5_pieceB_calm_sad_anxious",192,96,-0.033910095,-0.041545217,-0.034028588,-0.04380091,0.001151772,NA
"1633","stimuli/5_pieceB_calm_sad_anxious",193,96.5,-0.034437188,-0.041842518,-0.03508353,-0.04333866,0.001105778,NA
"1634","stimuli/5_pieceB_calm_sad_anxious",194,97,-0.035248971,-0.041868741,-0.036061702,-0.042822981,0.001011002,NA
"1635","stimuli/5_pieceB_calm_sad_anxious",195,97.5,-0.035880521,-0.040865916,-0.036863776,-0.042207512,0.000856976,NA
"1636","stimuli/5_pieceB_calm_sad_anxious",196,98,-0.037295694,-0.04069798,-0.037475576,-0.041607421,0.000795544,NA
"1637","stimuli/5_pieceB_calm_sad_anxious",197,98.5,-0.035877515,-0.042451404,-0.038013331,-0.041021153,0.00072942,NA
"1638","stimuli/5_pieceB_calm_sad_anxious",198,99,-0.036367433,-0.04110673,-0.038467664,-0.040450508,0.000734546,NA
"1639","stimuli/5_pieceB_calm_sad_anxious",199,99.5,-0.037030233,-0.039996389,-0.038869545,-0.039835651,0.00060089,NA
"1640","stimuli/5_pieceB_calm_sad_anxious",200,100,-0.037603255,-0.039099793,-0.039188819,-0.0393266,0.000498529,NA
"1641","stimuli/5_pieceB_calm_sad_anxious",201,100.5,-0.038417454,-0.038183446,-0.039428351,-0.038889387,0.000390371,NA
"1642","stimuli/5_pieceB_calm_sad_anxious",202,101,-0.038595504,-0.03761804,-0.039586059,-0.038532291,0.000381033,NA
"1643","stimuli/5_pieceB_calm_sad_anxious",203,101.5,-0.039701076,-0.037583776,-0.039744437,-0.038185733,0.00031829,NA
"1644","stimuli/5_pieceB_calm_sad_anxious",204,102,-0.040126022,-0.036562952,-0.039931221,-0.037928012,0.000359681,NA
"1645","stimuli/5_pieceB_calm_sad_anxious",205,102.5,-0.040643084,-0.035754197,-0.040239583,-0.037742855,0.000491305,NA
"1646","stimuli/5_pieceB_calm_sad_anxious",206,103,-0.041422932,-0.035959456,-0.040716329,-0.037624137,0.000698578,NA
"1647","stimuli/5_pieceB_calm_sad_anxious",207,103.5,-0.042267669,-0.036753353,-0.041409668,-0.037538745,0.000939931,NA
"1648","stimuli/5_pieceB_calm_sad_anxious",208,104,-0.042686158,-0.036891369,-0.042348155,-0.037590834,0.000242698,NA
"1649","stimuli/5_pieceB_calm_sad_anxious",209,104.5,-0.043173351,-0.036265986,-0.042586058,-0.037638841,0.000117264,NA
"1650","stimuli/5_pieceB_calm_sad_anxious",210,105,-0.043087904,-0.036642205,-0.042703066,-0.03764659,0.001055518,NA
"1651","stimuli/5_pieceB_calm_sad_anxious",211,105.5,-0.042968355,-0.038054433,-0.043754151,-0.037549953,0.00035421,NA
"1652","stimuli/5_pieceB_calm_sad_anxious",212,106,-0.043404493,-0.038211225,-0.0440471,-0.037350841,0.000289626,NA
"1653","stimuli/5_pieceB_calm_sad_anxious",213,106.5,-0.043844691,-0.037636406,-0.044272273,-0.037168686,0.000780163,NA
"1654","stimuli/5_pieceB_calm_sad_anxious",214,107,-0.044303973,-0.038228242,-0.044165856,-0.037941557,0.000180513,NA
"1655","stimuli/5_pieceB_calm_sad_anxious",215,107.5,-0.045364598,-0.038770851,-0.044145746,-0.038120946,0.00019841,NA
"1656","stimuli/5_pieceB_calm_sad_anxious",216,108,-0.046301975,-0.038562387,-0.044231824,-0.03794218,0.000405749,NA
"1657","stimuli/5_pieceB_calm_sad_anxious",217,108.5,-0.046860025,-0.035370545,-0.044347833,-0.037553369,0.000637424,NA
"1658","stimuli/5_pieceB_calm_sad_anxious",218,109,-0.047624873,-0.034557508,-0.04450599,-0.036935878,0.000882283,NA
"1659","stimuli/5_pieceB_calm_sad_anxious",219,109.5,-0.04788794,-0.034127312,-0.04471659,-0.036079099,0.001130326,NA
"1660","stimuli/5_pieceB_calm_sad_anxious",220,110,-0.046623795,-0.031852562,-0.044987513,-0.034981721,0.001370591,NA
"1661","stimuli/5_pieceB_calm_sad_anxious",221,110.5,-0.044612493,-0.031778652,-0.045323715,-0.033653004,0.001590859,NA
"1662","stimuli/5_pieceB_calm_sad_anxious",222,111,-0.045045183,-0.030417269,-0.045726733,-0.03211404,0.001777571,NA
"1663","stimuli/5_pieceB_calm_sad_anxious",223,111.5,-0.045497304,-0.029159032,-0.046194185,-0.030399033,0.001915833,NA
"1664","stimuli/5_pieceB_calm_sad_anxious",224,112,-0.046176252,-0.026305158,-0.046719261,-0.028556559,0.001989413,NA
"1665","stimuli/5_pieceB_calm_sad_anxious",225,112.5,-0.046695233,-0.026270566,-0.047290235,-0.026650843,0.00198079,NA
"1666","stimuli/5_pieceB_calm_sad_anxious",226,113,-0.04711073,-0.026431509,-0.047889955,-0.024763023,0.001871236,NA
"1667","stimuli/5_pieceB_calm_sad_anxious",227,113.5,-0.047032335,-0.025793499,-0.048495344,-0.022992422,0.001641103,NA
"1668","stimuli/5_pieceB_calm_sad_anxious",228,114,-0.047309694,-0.023765973,-0.049076901,-0.021457818,0.001270938,NA
"1669","stimuli/5_pieceB_calm_sad_anxious",229,114.5,-0.047081043,-0.022800817,-0.049598202,-0.020298711,0.000749049,NA
"1670","stimuli/5_pieceB_calm_sad_anxious",230,115,-0.047566147,-0.023895676,-0.050015395,-0.019676598,0.000279659,NA
"1671","stimuli/5_pieceB_calm_sad_anxious",231,115.5,-0.048484441,-0.02472035,-0.050276702,-0.019776235,0.001031667,NA
"1672","stimuli/5_pieceB_calm_sad_anxious",232,116,-0.048810172,-0.024430711,-0.050321916,-0.020806911,0.002209879,NA
"1673","stimuli/5_pieceB_calm_sad_anxious",233,116.5,-0.048907917,-0.027456424,-0.050081906,-0.023003718,0.003675041,NA
"1674","stimuli/5_pieceB_calm_sad_anxious",234,117,-0.04998975,-0.027992791,-0.049478111,-0.026628819,0.005447249,NA
"1675","stimuli/5_pieceB_calm_sad_anxious",235,117.5,-0.050811689,-0.02984632,-0.048422038,-0.031972716,0.007555739,NA
"1676","stimuli/5_pieceB_calm_sad_anxious",236,118,-0.051350257,-0.033978039,-0.046814768,-0.039355525,0.010032506,NA
"1677","stimuli/5_pieceB_calm_sad_anxious",237,118.5,-0.049119966,-0.036483093,-0.044546449,-0.049128237,0.012911334,NA
"1678","stimuli/5_pieceB_calm_sad_anxious",238,119,-0.046891015,-0.044442692,-0.0414958,-0.061673997,0.016227524,NA
"1679","stimuli/5_pieceB_calm_sad_anxious",239,119.5,-0.033418133,-0.090509971,-0.037529608,-0.077409367,0.020017812,NA
"1680","stimuli/5_pieceB_calm_sad_anxious",240,120,-0.027801318,-0.104710868,-0.032502225,-0.096785595,0.039356979,NA
"1681","stimuli/6_pieceB_anxious_calm_joyous",1,0.5,-0.017884433,-0.057947868,-0.013412216,-0.062368399,0.005717482,NA
"1682","stimuli/6_pieceB_anxious_calm_joyous",2,1,-0.01310051,-0.057752184,-0.015981347,-0.057260643,0.004976596,NA
"1683","stimuli/6_pieceB_anxious_calm_joyous",3,1.5,-0.013554549,-0.056474685,-0.018381932,-0.05290132,0.004309839,NA
"1684","stimuli/6_pieceB_anxious_calm_joyous",4,2,-0.021693783,-0.054376326,-0.020621169,-0.049218858,0.003714602,NA
"1685","stimuli/6_pieceB_anxious_calm_joyous",5,2.5,-0.02417445,-0.045367541,-0.022705705,-0.046144288,0.003188119,NA
"1686","stimuli/6_pieceB_anxious_calm_joyous",6,3,-0.024713486,-0.041674634,-0.024641669,-0.043611277,0.002727349,NA
"1687","stimuli/6_pieceB_anxious_calm_joyous",7,3.5,-0.025385009,-0.039668248,-0.026434701,-0.041556169,0.002328837,NA
"1688","stimuli/6_pieceB_anxious_calm_joyous",8,4,-0.028213413,-0.03808767,-0.028089977,-0.039918017,0.001988503,NA
"1689","stimuli/6_pieceB_anxious_calm_joyous",9,4.5,-0.03019482,-0.039324583,-0.029612243,-0.038638623,0.001701411,NA
"1690","stimuli/6_pieceB_anxious_calm_joyous",10,5,-0.031217548,-0.039607625,-0.031005842,-0.037662569,0.00146157,NA
"1691","stimuli/6_pieceB_anxious_calm_joyous",11,5.5,-0.032959025,-0.038368858,-0.032274742,-0.036937256,0.001261906,NA
"1692","stimuli/6_pieceB_anxious_calm_joyous",12,6,-0.034368972,-0.037483367,-0.033422567,-0.036412943,0.001094551,NA
"1693","stimuli/6_pieceB_anxious_calm_joyous",13,6.5,-0.034121068,-0.035717976,-0.034452625,-0.036042777,0.000951507,NA
"1694","stimuli/6_pieceB_anxious_calm_joyous",14,7,-0.035762642,-0.03576638,-0.035367936,-0.035782833,0.000825651,NA
"1695","stimuli/6_pieceB_anxious_calm_joyous",15,7.5,-0.036917698,-0.035021178,-0.036171266,-0.035592149,0.000711953,NA
"1696","stimuli/6_pieceB_anxious_calm_joyous",16,8,-0.036815217,-0.033560506,-0.036865148,-0.035432762,0.000608992,NA
"1697","stimuli/6_pieceB_anxious_calm_joyous",17,8.5,-0.037159244,-0.033418228,-0.037451917,-0.035269747,0.000521109,NA
"1698","stimuli/6_pieceB_anxious_calm_joyous",18,9,-0.037298542,-0.03336542,-0.037933739,-0.035071247,0.000461078,NA
"1699","stimuli/6_pieceB_anxious_calm_joyous",19,9.5,-0.037810021,-0.033091219,-0.038312638,-0.034808515,0.000448916,NA
"1700","stimuli/6_pieceB_anxious_calm_joyous",20,10,-0.038067262,-0.03450917,-0.038590524,-0.034455946,0.000497996,NA
"1701","stimuli/6_pieceB_anxious_calm_joyous",21,10.5,-0.0385918,-0.034319403,-0.038769225,-0.033991117,0.000601813,NA
"1702","stimuli/6_pieceB_anxious_calm_joyous",22,11,-0.039086577,-0.032798216,-0.038850514,-0.033394819,0.000743862,NA
"1703","stimuli/6_pieceB_anxious_calm_joyous",23,11.5,-0.039066643,-0.032175067,-0.038836141,-0.032651096,0.000910279,NA
"1704","stimuli/6_pieceB_anxious_calm_joyous",24,12,-0.039022582,-0.031851317,-0.038727858,-0.03174728,0.001091805,NA
"1705","stimuli/6_pieceB_anxious_calm_joyous",25,12.5,-0.039042246,-0.031526176,-0.038527451,-0.030674026,0.001282064,NA
"1706","stimuli/6_pieceB_anxious_calm_joyous",26,13,-0.038776119,-0.030788484,-0.038236766,-0.029425351,0.001563476,NA
"1707","stimuli/6_pieceB_anxious_calm_joyous",27,13.5,-0.038376651,-0.029834545,-0.03766113,-0.0279717,0.001823161,NA
"1708","stimuli/6_pieceB_anxious_calm_joyous",28,14,-0.038056339,-0.027434331,-0.03723933,-0.026198003,0.002126648,NA
"1709","stimuli/6_pieceB_anxious_calm_joyous",29,14.5,-0.036203106,-0.026048373,-0.036874527,-0.024102878,0.00246255,NA
"1710","stimuli/6_pieceB_anxious_calm_joyous",30,15,-0.035009581,-0.024770677,-0.036207229,-0.021732463,0.002446897,NA
"1711","stimuli/6_pieceB_anxious_calm_joyous",31,15.5,-0.033470156,-0.023284175,-0.035419894,-0.019415696,0.002427705,NA
"1712","stimuli/6_pieceB_anxious_calm_joyous",32,16,-0.031425571,-0.019066692,-0.034617343,-0.017124482,0.002406895,NA
"1713","stimuli/6_pieceB_anxious_calm_joyous",33,16.5,-0.034103557,-0.015551525,-0.033814835,-0.014855314,0.002420703,NA
"1714","stimuli/6_pieceB_anxious_calm_joyous",34,17,-0.032124926,-0.012769255,-0.032889418,-0.012618485,0.00314192,NA
"1715","stimuli/6_pieceB_anxious_calm_joyous",35,17.5,-0.033641829,-0.01121839,-0.030708499,-0.010356792,0.002316525,NA
"1716","stimuli/6_pieceB_anxious_calm_joyous",36,18,-0.032975884,-0.008489414,-0.030344033,-0.008069118,0.002329414,NA
"1717","stimuli/6_pieceB_anxious_calm_joyous",37,18.5,-0.031382563,-0.00395989,-0.029738653,-0.005819744,0.002273992,NA
"1718","stimuli/6_pieceB_anxious_calm_joyous",38,19,-0.029619855,-0.001852284,-0.028904949,-0.003704093,0.002163329,NA
"1719","stimuli/6_pieceB_anxious_calm_joyous",39,19.5,-0.027074467,0.001595813,-0.027939805,-0.001767991,0.002188404,NA
"1920","stimuli/6_pieceB_anxious_calm_joyous",240,120,-0.015077734,-0.126241538,-0.006490512,-0.112314998,0.198279142,NA
