"","Participant.Public.ID","Response","Object.Name","Spreadsheet..Audio"
"288","TEAM_YA_023",0,"Proud Slider","6_pieceB_anxious_calm_joyous_7.mp3"
"289","TEAM_YA_023",0,"Scared Slider","6_pieceB_anxious_calm_joyous_7.mp3"
"290","TEAM_YA_023",75,"Joyful Slider","6_pieceB_anxious_calm_joyous_7.mp3"
"291","TEAM_YA_023",0,"Anxious Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"292","TEAM_YA_023",0,"Relaxed Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"293","TEAM_YA_023",70,"Angry Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"294","TEAM_YA_023",60,"Excited Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"295","TEAM_YA_023",0,"Happy Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"296","TEAM_YA_023",0,"Disgusted Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"297","TEAM_YA_023",70,"Sad Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"298","TEAM_YA_023",55,"Proud Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"299","TEAM_YA_023",10,"Scared Slider","12_pieceA_joyous_sad_anxious_9.mp3"
"300","TEAM_YA_023",0,"Joyful Slider","12_pieceA_joyous_sad_anxious_9.mp3"
