"","Participant.Public.ID","gloomy","sad","scared","anxious","upset","stim","condition"
"1","682c3f62f2680e9a67130379",23,2,27,42,0,"Ferret 1.jpg","pic"
"2","682c3f62f2680e9a67130379",0,0,27,0,3,"Dirt 1.jpg","pic"
"3","682c3f62f2680e9a67130379",45,58,55,70,35,"Fire 10.jpg","pic"
"4","682c3f62f2680e9a67130379",2,0,0,3,16,"Clean 1.jpg","pic"
"5","682c3f62f2680e9a67130379",0,0,0,2,0,"Snow 1.jpg","pic"
"6","682c3f62f2680e9a67130379",31,32,49,61,46,"Flood 1.jpg","pic"
"7","682c3f62f2680e9a67130379",0,0,0,2,0,"Prison 2.jpg","pic"
"8","682c3f62f2680e9a67130379",2,0,0,0,1,"Heart 3.jpg","pic"
"9","682c3f62f2680e9a67130379",0,0,0,0,0,"Rocks 1.jpg","pic"
"10","682c3f62f2680e9a67130379",1,0,0,0,0,"Rainbow 2.jpg","pic"
"11","682c3f62f2680e9a67130379",0,0,0,1,0,"Fireworks 6.jpg","pic"
"12","682c3f62f2680e9a67130379",1,0,0,2,0,"Destruction 2.jpg","pic"
"13","682c3f62f2680e9a67130379",20,39,20,52,15,"Garbage dump 1.jpg","pic"
"14","682c3f62f2680e9a67130379",0,0,0,1,0,"Lake 12.jpg","pic"
"15","682c3f62f2680e9a67130379",59,3,32,55,40,"Toilet 4.jpg","pic"
"16","682c3f62f2680e9a67130379",0,2,2,1,2,"Beach 1.jpg","pic"
"17","62a889993e01c9e01ee7066e",0,0,0,0,0,"Beach 1.jpg","pic"
"18","62a889993e01c9e01ee7066e",20,0,0,0,0,"Snow 1.jpg","pic"
"19","62a889993e01c9e01ee7066e",0,15,0,20,10,"Dirt 1.jpg","pic"
"20","62a889993e01c9e01ee7066e",0,0,0,0,0,"Lake 12.jpg","pic"
"21","62a889993e01c9e01ee7066e",20,60,5,55,55,"Destruction 2.jpg","pic"
"22","62a889993e01c9e01ee7066e",5,70,0,60,60,"Fire 10.jpg","pic"
