Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: Image,Spreadsheet: Audio,Spreadsheet: randomise_block,Spreadsheet: gloomy_rating,Spreadsheet: upset_rating,Spreadsheet: scared_rating,Spreadsheet: sad_rating,Spreadsheet: anxious_rating,Spreadsheet: happy_rating,Spreadsheet: satisfied_rating,Spreadsheet: excited_rating,Spreadsheet: joyful_rating,Spreadsheet: relaxed_rating,Manipulation: Spreadsheet,Store: progress,Store: progress_practice
368,1730299750142,30/10/2024 14:49:10,1730285350142,-4,30/10/2024 06:49:10,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,13,Ratings,Ratings,j64n3q,1,response,0,16083.400000000023,21816.900000000023,21833.600000000093,16083.400000000023,21816.900000000023,21833.600000000093,1,16083.400000000023,5750.20000000007,0,,Slider,Upset Slider,13,object-129,Ratings,,6_5.mp3,29,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,139,22
369,1730299750142,30/10/2024 14:49:10,1730285350142,-4,30/10/2024 06:49:10,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,13,Ratings,Ratings,j64n3q,1,response,0,7783.5,21816.900000000023,21833.600000000093,7783.5,21816.900000000023,21833.600000000093,1,7783.5,14050.100000000093,0,,Slider,Sad Slider,15,object-131,Ratings,,6_5.mp3,29,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,140,22
370,1730299750143,30/10/2024 14:49:10,1730285350143,-4,30/10/2024 06:49:10,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,13,Ratings,Ratings,j64n3q,1,response,19,17483.5,21816.900000000023,21833.600000000093,17483.5,21816.900000000023,21833.600000000093,1,17483.5,4350.100000000093,0,,Slider,Satisfied Slider,17,object-133,Ratings,,6_5.mp3,29,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,141,22
371,1730299750143,30/10/2024 14:49:10,1730285350143,-4,30/10/2024 06:49:10,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,13,Ratings,Ratings,j64n3q,1,response,0,8983.400000000023,21816.900000000023,21833.600000000093,8983.400000000023,21816.900000000023,21833.600000000093,1,8983.400000000023,12850.20000000007,0,,Slider,Scared Slider,19,object-135,Ratings,,6_5.mp3,29,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,142,22
372,1730299750143,30/10/2024 14:49:10,1730285350143,-4,30/10/2024 06:49:10,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,13,Ratings,Ratings,j64n3q,1,response,25,19916.79999999993,21816.900000000023,21833.600000000093,19916.79999999993,21816.900000000023,21833.600000000093,1,19916.79999999993,1916.800000000163,0,,Slider,Joyful Slider,21,object-137,Ratings,,6_5.mp3,29,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
373,1730299753083,30/10/2024 14:49:13,1730285353083,-4,30/10/2024 06:49:13,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Fixation_Image,Fixation Cross,aska1u,1,continue,,2966.899999999907,2966.899999999907,2966.899999999907,2966.899999999907,2966.899999999907,2966.899999999907,1,2966.899999999907,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Rainbow 2.jpg,,13,,,,,,,,,,,,143,22
374,1730299761082,30/10/2024 14:49:21,1730285361082,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,8,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8000.300000000047,7999.800000000047,8000.300000000047,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Rainbow 2.jpg,,13,,,,,,,,,,,,143,22
375,1730299761112,30/10/2024 14:49:21,1730285361112,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
376,1730299761113,30/10/2024 14:49:21,1730285361113,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
377,1730299761114,30/10/2024 14:49:21,1730285361114,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
378,1730299761115,30/10/2024 14:49:21,1730285361115,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Excited Slider,9,object-115,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
379,1730299761117,30/10/2024 14:49:21,1730285361117,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Happy Slider,11,object-144,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
380,1730299761118,30/10/2024 14:49:21,1730285361118,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Upset Slider,13,object-129,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
381,1730299761119,30/10/2024 14:49:21,1730285361119,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Sad Slider,15,object-131,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
382,1730299761120,30/10/2024 14:49:21,1730285361120,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
383,1730299761121,30/10/2024 14:49:21,1730285361121,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Scared Slider,19,object-135,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
384,1730299761122,30/10/2024 14:49:21,1730285361122,-4,30/10/2024 06:49:21,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,143,22
385,1730299781652,30/10/2024 14:49:41,1730285381652,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,continue,,20569.70000000298,20566.900000000023,20569.70000000298,20569.70000000298,20566.900000000023,20569.70000000298,1,20569.70000000298,0,0,,Click To Continue,Continue,22,object-108,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,144,22
386,1730299781655,30/10/2024 14:49:41,1730285381655,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,0,6816.800000000047,20566.900000000023,20573.5,6816.800000000047,20566.900000000023,20573.5,1,6816.800000000047,13756.699999999953,0,,Slider,Anxious Slider,3,object-107,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,145,22
387,1730299781656,30/10/2024 14:49:41,1730285381656,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,32,11750.300000000047,20566.900000000023,20573.90000000596,11750.300000000047,20566.900000000023,20573.90000000596,1,11750.300000000047,8823.600000005914,0,,Slider,Relaxed Slider,5,object-111,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,146,22
388,1730299781656,30/10/2024 14:49:41,1730285381656,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,0,8916.900000000023,20566.900000000023,20574.20000000298,8916.900000000023,20566.900000000023,20574.20000000298,1,8916.900000000023,11657.300000002957,0,,Slider,Gloomy Slider,7,object-114,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,147,22
389,1730299781656,30/10/2024 14:49:41,1730285381656,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,16,13416.900000000023,20566.900000000023,20574.5,13416.900000000023,20566.900000000023,20574.5,1,13416.900000000023,7157.599999999977,0,,Slider,Excited Slider,9,object-115,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,148,22
390,1730299781657,30/10/2024 14:49:41,1730285381657,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,43,2300.0999999999767,20566.900000000023,20574.90000000596,2300.0999999999767,20566.900000000023,20574.90000000596,1,2300.0999999999767,18274.800000005984,0,,Slider,Happy Slider,11,object-144,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,149,22
391,1730299781658,30/10/2024 14:49:41,1730285381658,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,0,16250.400000000023,20566.900000000023,20575.60000000894,16250.400000000023,20566.900000000023,20575.60000000894,1,16250.400000000023,4325.200000008917,0,,Slider,Upset Slider,13,object-129,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,150,22
392,1730299781658,30/10/2024 14:49:41,1730285381658,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,0,3516.6999999999534,20566.900000000023,20576,3516.6999999999534,20566.900000000023,20576,1,3516.6999999999534,17059.300000000047,0,,Slider,Sad Slider,15,object-131,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,151,22
393,1730299781658,30/10/2024 14:49:41,1730285381658,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,57,17850.400000000023,20566.900000000023,20576.29999999702,17850.400000000023,20566.900000000023,20576.29999999702,1,17850.400000000023,2725.8999999969965,0,,Slider,Satisfied Slider,17,object-133,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,152,22
394,1730299781659,30/10/2024 14:49:41,1730285381659,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,0,5516.800000000047,20566.900000000023,20576.5,5516.800000000047,20566.900000000023,20576.5,1,5516.800000000047,15059.699999999953,0,,Slider,Scared Slider,19,object-135,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,153,22
395,1730299781659,30/10/2024 14:49:41,1730285381659,-4,30/10/2024 06:49:41,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,14,Ratings,Ratings,j64n3q,1,response,40,19483.599999999977,20566.900000000023,20577.10000000894,19483.599999999977,20566.900000000023,20577.10000000894,1,19483.599999999977,1093.500000008964,0,,Slider,Joyful Slider,21,object-137,Ratings,Rainbow 2.jpg,,13,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
396,1730299784616,30/10/2024 14:49:44,1730285384616,-4,30/10/2024 06:49:44,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Fixation_Image,Fixation Cross,aska1u,1,continue,,2966.79999999993,2966.79999999993,2966.79999999993,2966.79999999993,2966.79999999993,2966.79999999993,1,2966.79999999993,0,0,,Fixation Timing,Fixation Cross,1,object-49,Fixation_Image,Fire 10.jpg,,6,,,,,,,,,,,,154,22
397,1730299792617,30/10/2024 14:49:52,1730285392617,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,9,Fixation_Image,Image,uk5pr7,2,timedOut,,0,0,0,8001.099999997066,8000,8001.099999997066,1,0,0,0,,Time Limit,screen,0,screen,Fixation_Image,Fire 10.jpg,,6,,,,,,,,,,,,154,22
398,1730299792637,30/10/2024 14:49:52,1730285392637,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Anxious Slider,3,object-107,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
399,1730299792639,30/10/2024 14:49:52,1730285392639,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Relaxed Slider,5,object-111,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
400,1730299792640,30/10/2024 14:49:52,1730285392640,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Gloomy Slider,7,object-114,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
401,1730299792641,30/10/2024 14:49:52,1730285392641,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Excited Slider,9,object-115,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
402,1730299792642,30/10/2024 14:49:52,1730285392642,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Happy Slider,11,object-144,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
403,1730299792643,30/10/2024 14:49:52,1730285392643,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Upset Slider,13,object-129,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
404,1730299792645,30/10/2024 14:49:52,1730285392645,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Sad Slider,15,object-131,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
405,1730299792647,30/10/2024 14:49:52,1730285392647,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Satisfied Slider,17,object-133,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
406,1730299792648,30/10/2024 14:49:52,1730285392648,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Scared Slider,19,object-135,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
407,1730299792649,30/10/2024 14:49:52,1730285392649,-4,30/10/2024 06:49:52,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,info,,16.5,0,16.5,16.5,0,16.5,1,16.5,0,0,,Slider,Joyful Slider,21,object-137,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,154,22
408,1730299823417,30/10/2024 14:50:23,1730285423417,-4,30/10/2024 06:50:23,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,continue,,30800.5,30783.800000000047,30800.5,30800.5,30783.800000000047,30800.5,1,30800.5,0,0,,Click To Continue,Continue,22,object-108,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,155,22
409,1730299823426,30/10/2024 14:50:23,1730285423426,-4,30/10/2024 06:50:23,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,response,37,2016.7000000000698,30783.800000000047,30800.5,2016.7000000000698,30783.800000000047,30800.5,1,2016.7000000000698,28783.79999999993,0,,Slider,Anxious Slider,3,object-107,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,156,22
410,1730299823427,30/10/2024 14:50:23,1730285423427,-4,30/10/2024 06:50:23,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,response,50,25250.300000000047,30783.800000000047,30800.5,25250.300000000047,30783.800000000047,30800.5,1,25250.300000000047,5550.199999999953,0,,Slider,Relaxed Slider,5,object-111,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,157,22
411,1730299823428,30/10/2024 14:50:23,1730285423428,-4,30/10/2024 06:50:23,169297,24,task-6dig,,41009250,TEAM_YA_046,11974867,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 130.0.0.0,1536x864,1536x864,,,0,rating-task,17,,Spreadsheet,Spreadsheet,15,Ratings,Ratings,j64n3q,1,response,0,15383.600000000093,30783.800000000047,30800.5,15383.600000000093,30783.800000000047,30800.5,1,15383.600000000093,15416.899999999907,0,,Slider,Gloomy Slider,7,object-114,Ratings,Fire 10.jpg,,6,gloomy,upset,scared,sad,anxious,happy,satisfied,excited,joyful,relaxed,,158,22
