Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: correctAnswerCount,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
31,1766262677487,20/12/2025 20:31:17,1766262677057,-5,20/12/2025 15:31:17,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,6,2,Screen 1,content,content_web_audio,6120,,,,0,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
32,1766262677982,20/12/2025 20:31:17,1766262677559,-5,20/12/2025 15:31:17,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,6,3,Screen 2,buttonA,response_button_text,498,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
33,1766262679823,20/12/2025 20:31:19,1766262679381,-5,20/12/2025 15:31:19,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,1820,,,,0,0,,,,,,,End,,,
34,1766262679969,20/12/2025 20:31:19,1766262679394,-5,20/12/2025 15:31:19,169297,30,task-cusq,repeat-xtpj#1,51562728,60c381c26357c51532f1b378,14788575,,complete,,6947064a50e31375c62f6cb1,computer,Desktop or Laptop,Windows 10,Firefox 146.0,1536x864,1536x864,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,226411,,,,,,,,,,,,,,,
1,1766262526707,20/12/2025 20:28:46,1766262526069,-5,20/12/2025 15:28:46,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766262532854,20/12/2025 20:28:52,1766262532190,-5,20/12/2025 15:28:52,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,2833.699999988079,,,,0,0,,,,,,,Instructions,,,
3,1766262535240,20/12/2025 20:28:55,1766262534585,-5,20/12/2025 15:28:54,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,2379.199999988079,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766262537565,20/12/2025 20:28:57,1766262536883,-5,20/12/2025 15:28:56,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,4681.300000000001,,,,0,0,,,,,,,Instructions,,,
5,1766262538922,20/12/2025 20:28:58,1766262538248,-5,20/12/2025 15:28:58,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,1319.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766262544931,20/12/2025 20:29:04,1766262544250,-5,20/12/2025 15:29:04,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,7322,,,,0,0,,,,,,,Instructions,,,
7,1766262547485,20/12/2025 20:29:07,1766262546824,-5,20/12/2025 15:29:06,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,2564.600000023842,,,,0,0,,,,,,,Instructions,,,
8,1766262551561,20/12/2025 20:29:11,1766262550633,-5,20/12/2025 15:29:10,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,3796.9000000059605,,,,0,0,,,,,,,Instructions,,,
9,1766262552302,20/12/2025 20:29:12,1766262551625,-5,20/12/2025 15:29:11,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,1,Screen 3,Zone3,timelimit_screen,999.6999999999971,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
10,1766262553719,20/12/2025 20:29:13,1766262551643,-5,20/12/2025 15:29:11,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,1.0999999940395355,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
11,1766262558313,20/12/2025 20:29:18,1766262557646,-5,20/12/2025 15:29:17,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,6003.5999999940395,,,,0,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
12,1766262559474,20/12/2025 20:29:19,1766262558826,-5,20/12/2025 15:29:18,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,3,Screen 2,buttonC,response_button_text,1164.0999999940395,,,3,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
13,1766262560551,20/12/2025 20:29:20,1766262559821,-5,20/12/2025 15:29:19,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,2,1,Screen 3,Zone3,timelimit_screen,999.3999999999942,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
14,1766262560983,20/12/2025 20:29:20,1766262559836,-5,20/12/2025 15:29:19,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,2,2,Screen 1,content,content_web_audio,1.199999988079071,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
15,1766262566495,20/12/2025 20:29:26,1766262565838,-5,20/12/2025 15:29:25,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,2,2,Screen 1,content,content_web_audio,6002.9000000059605,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
16,1766262567378,20/12/2025 20:29:27,1766262566713,-5,20/12/2025 15:29:26,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,2,3,Screen 2,buttonC,response_button_text,857.9000000059605,,,3,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
17,1766262568352,20/12/2025 20:29:28,1766262567702,-5,20/12/2025 15:29:27,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,1,Screen 3,Zone3,timelimit_screen,999.5999999999985,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_12_2.flac,1
18,1766262568781,20/12/2025 20:29:28,1766262567720,-5,20/12/2025 15:29:27,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,1.4000000059604645,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
19,1766262574380,20/12/2025 20:29:34,1766262573723,-5,20/12/2025 15:29:33,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,2,Screen 1,content,content_web_audio,6003.800000011921,,,,0,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
20,1766262575217,20/12/2025 20:29:35,1766262574550,-5,20/12/2025 15:29:34,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,13,3,3,Screen 2,buttonC,response_button_text,811.3999999761581,,,3,1,0,,,,,,1,Trial,2,HugginsPitch_12_2.flac,1
21,1766262576207,20/12/2025 20:29:36,1766262575532,-5,20/12/2025 15:29:35,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,1,Screen 3,Zone3,timelimit_screen,999.5,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
22,1766262576797,20/12/2025 20:29:36,1766262575550,-5,20/12/2025 15:29:35,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,2,Screen 1,content,content_web_audio,1.199999988079071,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
23,1766262582322,20/12/2025 20:29:42,1766262581552,-5,20/12/2025 15:29:41,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,2,Screen 1,content,content_web_audio,6003.199999988079,,,,0,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
24,1766262583097,20/12/2025 20:29:43,1766262582436,-5,20/12/2025 15:29:42,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,4,3,Screen 2,buttonC,response_button_text,867.3999999761581,,,3,1,1,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
25,1766262584103,20/12/2025 20:29:44,1766262583429,-5,20/12/2025 15:29:43,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,1,Screen 3,Zone3,timelimit_screen,999.6999999999971,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
26,1766262584532,20/12/2025 20:29:44,1766262583444,-5,20/12/2025 15:29:43,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,2,Screen 1,content,content_web_audio,1.2000000178813934,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
27,1766262590123,20/12/2025 20:29:50,1766262589447,-5,20/12/2025 15:29:49,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,2,Screen 1,content,content_web_audio,6003.600000023842,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
28,1766262591381,20/12/2025 20:29:51,1766262590719,-5,20/12/2025 15:29:50,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,5,3,Screen 2,buttonB,response_button_text,1251.0999999940395,,,2,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
29,1766262592343,20/12/2025 20:29:52,1766262591709,-5,20/12/2025 15:29:51,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,1,Screen 3,Zone3,timelimit_screen,999.5,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
30,1766262592740,20/12/2025 20:29:52,1766262591720,-5,20/12/2025 15:29:51,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,2,Screen 1,content,content_web_audio,1.300000011920929,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
31,1766262598531,20/12/2025 20:29:58,1766262597723,-5,20/12/2025 15:29:57,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,2,Screen 1,content,content_web_audio,6004,,,,0,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
32,1766262599532,20/12/2025 20:29:59,1766262598803,-5,20/12/2025 15:29:58,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,6,3,Screen 2,buttonC,response_button_text,1069.9000000059605,,,3,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
33,1766262604224,20/12/2025 20:30:04,1766262603565,-5,20/12/2025 15:30:03,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,4746.700000017881,,,,0,0,,,,,,,End,,,
34,1766262604646,20/12/2025 20:30:04,1766262603570,-5,20/12/2025 15:30:03,169297,30,task-cusq,repeat-xtpj#1,51562742,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,77501,,,,,,,,,,,,,,,
1,1766262608670,20/12/2025 20:30:08,1766262607995,-5,20/12/2025 15:30:07,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766262612967,20/12/2025 20:30:12,1766262612242,-5,20/12/2025 15:30:12,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,4128,,,,0,0,,,,,,,Instructions,,,
3,1766262614475,20/12/2025 20:30:14,1766262613828,-5,20/12/2025 15:30:13,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,1579.0999999940395,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766262615543,20/12/2025 20:30:15,1766262614893,-5,20/12/2025 15:30:14,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x585,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,2649.2000000000007,,,,0,0,,,,,,,Instructions,,,
5,1766262617068,20/12/2025 20:30:17,1766262616435,-5,20/12/2025 15:30:16,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,1526.2999999821186,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766262623081,20/12/2025 20:30:23,1766262622437,-5,20/12/2025 15:30:22,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,7528.299999982119,,,,0,0,,,,,,,Instructions,,,
7,1766262625052,20/12/2025 20:30:25,1766262624417,-5,20/12/2025 15:30:24,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,1956.5,,,,0,0,,,,,,,Instructions,,,
8,1766262626880,20/12/2025 20:30:26,1766262626240,-5,20/12/2025 15:30:26,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,1818,,,,0,0,,,,,,,Instructions,,,
9,1766262627858,20/12/2025 20:30:27,1766262627228,-5,20/12/2025 15:30:27,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,1,Screen 3,Zone3,timelimit_screen,999.7999999999993,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
10,1766262628255,20/12/2025 20:30:28,1766262627240,-5,20/12/2025 15:30:27,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,2,Screen 1,content,content_web_audio,1.2999999821186066,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
11,1766262633871,20/12/2025 20:30:33,1766262633243,-5,20/12/2025 15:30:33,169297,30,task-cusq,repeat-xtpj#2,51562766,67d21364aa4dc87ecd8f3f1b,14788574,,complete,,69470666ff29b62d4b8209ec,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1280x720,1280x720,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,1,2,Screen 1,content,content_web_audio,6003.5,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
