Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,branch-fj4d,Manipulation: Spreadsheet,Manipulation: correctAnswerCount,Manipulation: EarlyExitButtonText,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,stimuli,ShowProgressBar
5,1766182027282,19/12/2025 22:07:07,1766182026111,-6,19/12/2025 16:07:06,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,15189.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766182032684,19/12/2025 22:07:12,1766182032117,-6,19/12/2025 16:07:12,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,21195,,,,0,0,,,,,,,Instructions,,,
7,1766182034198,19/12/2025 22:07:14,1766182033618,-6,19/12/2025 16:07:13,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,1475.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
8,1766182041435,19/12/2025 22:07:21,1766182040328,-6,19/12/2025 16:07:20,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,8186,,,AUDIO PLAY REQUESTED,2,0,,,,,,,Instructions,,,
9,1766182048195,19/12/2025 22:07:28,1766182046840,-6,19/12/2025 16:07:26,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone2,content_web_audio,14697.89999999851,,,AUDIO PLAY REQUESTED,3,0,,,,,,,Instructions,,,
10,1766182053112,19/12/2025 22:07:33,1766182052547,-6,19/12/2025 16:07:32,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,20403.5,,,,0,0,,,,,,,Instructions,,,
11,1766182057794,19/12/2025 22:07:37,1766182056614,-6,19/12/2025 16:07:36,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,4040.89999999851,,,,0,0,,,,,,,Instructions,,,
12,1766182058157,19/12/2025 22:07:38,1766182057605,-6,19/12/2025 16:07:37,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_1_1.flac,1
13,1766182058438,19/12/2025 22:07:38,1766182057622,-6,19/12/2025 16:07:37,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,2,Screen 1,content,content_web_audio,1,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
14,1766182064209,19/12/2025 22:07:44,1766182063623,-6,19/12/2025 16:07:43,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,2,Screen 1,content,content_web_audio,6001.89999999851,,,,0,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
15,1766182065589,19/12/2025 22:07:45,1766182064331,-6,19/12/2025 16:07:44,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,2,1,3,Screen 2,buttonB,response_button_text,678.3999999985099,,,2,1,0,,,,,,1,Trial,1,HugginsPitch_1_1.flac,1
16,1766182065909,19/12/2025 22:07:45,1766182065321,-6,19/12/2025 16:07:45,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
17,1766182066085,19/12/2025 22:07:46,1766182065345,-6,19/12/2025 16:07:45,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,2,Screen 1,content,content_web_audio,2.099999997764826,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
18,1766182071944,19/12/2025 22:07:51,1766182071347,-6,19/12/2025 16:07:51,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,2,Screen 1,content,content_web_audio,6003.5,,,,0,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
19,1766182072698,19/12/2025 22:07:52,1766182072130,-6,19/12/2025 16:07:52,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,3,Screen 2,buttonA,response_button_text,756.3000000007451,,,1,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
20,1766182073796,19/12/2025 22:07:53,1766182073121,-6,19/12/2025 16:07:53,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,1,Screen 3,Zone3,timelimit_screen,1000.0999999999913,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
21,1766182073957,19/12/2025 22:07:53,1766182073149,-6,19/12/2025 16:07:53,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,2,Screen 1,content,content_web_audio,2.300000000745058,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
22,1766182080327,19/12/2025 22:08:00,1766182079152,-6,19/12/2025 16:07:59,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,2,Screen 1,content,content_web_audio,6004.89999999851,,,,0,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
23,1766182080552,19/12/2025 22:08:00,1766182079825,-6,19/12/2025 16:07:59,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,3,3,Screen 2,buttonC,response_button_text,644.9000000022352,,,3,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
24,1766182081860,19/12/2025 22:08:01,1766182080821,-6,19/12/2025 16:08:00,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_8_1.flac,1
25,1766182082345,19/12/2025 22:08:02,1766182080843,-6,19/12/2025 16:08:00,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,2,Screen 1,content,content_web_audio,2,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
26,1766182087931,19/12/2025 22:08:07,1766182086845,-6,19/12/2025 16:08:06,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,2,Screen 1,content,content_web_audio,6003.10000000149,,,,0,0,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
27,1766182088242,19/12/2025 22:08:08,1766182087668,-6,19/12/2025 16:08:07,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,9,4,3,Screen 2,buttonA,response_button_text,792.3999999985099,,,1,1,1,,,,,,1,Trial,1,HugginsPitch_8_1.flac,1
28,1766182089220,19/12/2025 22:08:09,1766182088656,-6,19/12/2025 16:08:08,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_3_2.flac,1
29,1766182089448,19/12/2025 22:08:09,1766182088678,-6,19/12/2025 16:08:08,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,2.400000002235174,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
30,1766182095884,19/12/2025 22:08:15,1766182094680,-6,19/12/2025 16:08:14,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,2,Screen 1,content,content_web_audio,6004.199999999255,,,,0,0,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
31,1766182096095,19/12/2025 22:08:16,1766182095271,-6,19/12/2025 16:08:15,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,4,5,3,Screen 2,buttonB,response_button_text,562.6999999992549,,,2,1,1,,,,,,1,Trial,2,HugginsPitch_3_2.flac,1
32,1766182096830,19/12/2025 22:08:16,1766182096256,-6,19/12/2025 16:08:16,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,2,HugginsPitch_9_2.flac,1
33,1766182097087,19/12/2025 22:08:17,1766182096279,-6,19/12/2025 16:08:16,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,2,Screen 1,content,content_web_audio,2.100000001490116,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
34,1766182102850,19/12/2025 22:08:22,1766182102281,-6,19/12/2025 16:08:22,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,2,Screen 1,content,content_web_audio,6003.400000002235,,,,0,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
35,1766182103687,19/12/2025 22:08:23,1766182103128,-6,19/12/2025 16:08:23,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,10,6,3,Screen 2,buttonC,response_button_text,820,,,3,1,0,,,,,,1,Trial,2,HugginsPitch_9_2.flac,1
36,1766182106553,19/12/2025 22:08:26,1766182105506,-6,19/12/2025 16:08:25,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,14,1,1,Screen 1,advancementZone,continue_button,2357.699999999255,,,,0,0,,,,,,,End,,,
37,1766182106763,19/12/2025 22:08:26,1766182105512,-6,19/12/2025 16:08:25,169297,30,task-cusq,repeat-xtpj#2,51544727,55b249bdfdf99b28e3c14b05,14785844,,complete,,6945caf0d5d377dfc9b6201e,computer,Desktop or Laptop,Chromium OS 14541.0.0,Chrome 142.0.0.0,1920x1080,1920x1080,,,,Headphone Screen using Huggins' Pitch,2,Incorrect~Correct,Spreadsheet1,correctAnswerCount,,,,END TASK,,,,,106164,,,,,,,,,,,,,,,
1,1766262411065,20/12/2025 20:26:51,1766262410487,-5,20/12/2025 15:26:50,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x633,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,,,BEGIN TASK,,,,,,,,,,,,,,,,,,,,
2,1766262432827,20/12/2025 20:27:12,1766262432264,-5,20/12/2025 15:27:12,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x633,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,1,Screen 5,Zone1,continue_button,20942.199999928474,,,,0,0,,,,,,,Instructions,,,
3,1766262451053,20/12/2025 20:27:31,1766262450511,-5,20/12/2025 15:27:30,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x633,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,Zone1,content_web_audio,18239.900000095367,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
4,1766262466303,20/12/2025 20:27:46,1766262465715,-5,20/12/2025 15:27:45,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x633,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,2,Screen 2,script,force_advance,33451,,,,0,0,,,,,,,Instructions,,,
5,1766262481873,20/12/2025 20:28:01,1766262481273,-5,20/12/2025 15:28:01,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,15492.899999976158,,,AUDIO PLAY REQUESTED,1,0,,,,,,,Instructions,,,
6,1766262487842,20/12/2025 20:28:07,1766262487299,-5,20/12/2025 15:28:07,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,3,Screen 1,Zone2,content_web_audio,21518.100000023842,,,,0,0,,,,,,,Instructions,,,
7,1766262496493,20/12/2025 20:28:16,1766262495951,-5,20/12/2025 15:28:15,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,4,Screen 6,Zone1,continue_button,8613.5,,,,0,0,,,,,,,Instructions,,,
8,1766262501747,20/12/2025 20:28:21,1766262501205,-5,20/12/2025 15:28:21,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,1,1,5,Screen 3,Zone1,continue_button,5245.799999952316,,,,0,0,,,,,,,Instructions,,,
9,1766262502740,20/12/2025 20:28:22,1766262502195,-5,20/12/2025 15:28:22,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,1,Screen 3,Zone3,timelimit_screen,1000,,,,0,0,,,,1,,1,Trial,1,HugginsPitch_7_1.flac,1
10,1766262502858,20/12/2025 20:28:22,1766262502221,-5,20/12/2025 15:28:22,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,2.5,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
11,1766262508768,20/12/2025 20:28:28,1766262508224,-5,20/12/2025 15:28:28,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,2,Screen 1,content,content_web_audio,6004.199999928474,,,,0,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
12,1766262512734,20/12/2025 20:28:32,1766262512198,-5,20/12/2025 15:28:32,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,8,1,3,Screen 2,buttonB,response_button_text,3936.5,,,2,1,0,,,,,,1,Trial,1,HugginsPitch_7_1.flac,1
13,1766262513742,20/12/2025 20:28:33,1766262513196,-5,20/12/2025 15:28:33,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,1,Screen 3,Zone3,timelimit_screen,999.8999999999942,,,,0,0,,,,1,,1,Trial,3,HugginsPitch_2_3.flac,1
14,1766262513871,20/12/2025 20:28:33,1766262513234,-5,20/12/2025 15:28:33,169297,30,task-cusq,repeat-xtpj#1,51562721,6266e63b82fa38e800e33a24,14788572,,complete,,6947065104ec759dcb1749b8,computer,Desktop or Laptop,Windows 10,Chrome 143.0.0.0,1366x768,1366x768,,,,Headphone Screen using Huggins' Pitch,2,Correct,Spreadsheet1,correctAnswerCount,,Spreadsheet1,3,2,2,Screen 1,content,content_web_audio,3,,,AUDIO PLAY REQUESTED,1,0,,,,,,1,Trial,3,HugginsPitch_2_3.flac,1
